dimension_a,dimension_b,cooccurrence_count,city_balanced_joint_probability,ppmi
D344,D449,1266,0.0033250989339472796,0.328094024390412
D011,D210,875,0.0023184776869017766,0.3279624517324237
D128,D269,2211,0.005842389456144954,0.32794222372614623
D138,D326,372,0.0010179209806711548,0.32789728290183506
D031,D173,338,0.0008872426824694288,0.3275348179482942
D436,D442,19773,0.05196734637805153,0.32750551706085046
D236,D345,430,0.001142183218274653,0.3273762114593008
D364,D412,859,0.0022688850648121847,0.3270751826410985
D105,D147,1246,0.003292061541063444,0.32685646187915324
D457,D496,339,0.000894363572319702,0.3267790443067932
D101,D106,17863,0.046975433761999336,0.3267343524605682
D319,D342,7032,0.018453176865094213,0.32663032769306866
D050,D329,11620,0.03155013002837686,0.32662521755940377
D190,D361,1418,0.0037326435623216327,0.3265422855865718
D210,D471,2276,0.006020946879884165,0.3265023585024873
D272,D458,298,0.0007844321777351097,0.3263853497703774
D019,D293,1037,0.002732989963108498,0.32630740186461593
D269,D502,1982,0.005369938979915498,0.32622167615430164
D144,D375,1827,0.004819854313575826,0.32620835321433134
D048,D295,1240,0.0032620805957790902,0.3261932408527264
D281,D375,305,0.0008004390655649401,0.3261879442162531
D115,D329,6461,0.017097142589587336,0.3261852399653222
D105,D334,595,0.0015761243610755255,0.3261772638350634
D148,D395,1697,0.00447980037944164,0.32600584485478
D124,D269,9293,0.02441274936885049,0.3259840160940442
D057,D267,224,0.0005965293159994209,0.3259541494866381
D369,D395,556,0.0014757527699062834,0.3258993483881581
D143,D369,639,0.0016856085339925005,0.3258709805054306
D093,D455,317,0.0008327300208112295,0.3258633989665276
D268,D325,212,0.0005611375352269,0.32583964261958
D210,D267,586,0.0015528943094287454,0.325779945457925
D050,D300,404,0.0010749109066887648,0.32569172124534357
D245,D502,3031,0.008160435737948423,0.3256770875133181
D182,D335,3860,0.010139726751448155,0.3254782641534595
D178,D511,222,0.0006003791052407185,0.3253197702250734
D160,D163,206,0.0005432551933217086,0.3252909108841992
D181,D336,61855,0.1624774993147866,0.32525343136963764
D138,D477,18745,0.04935855009918772,0.32498424517557967
D325,D345,278,0.0007441369849657356,0.32491151844871813
D154,D399,282,0.0007462073577273346,0.3247895712118972
D042,D119,4271,0.011305748115402855,0.32472814997856964
D272,D418,1046,0.0027567264991486956,0.3246163363447577
D303,D386,1189,0.0031481053710429364,0.32422059710590184
D292,D455,999,0.0026448384872878035,0.3239799094815014
D427,D491,217,0.0005761993590399632,0.32390467272372336
D031,D174,1597,0.004190932944100125,0.32383864853657013
D049,D436,5905,0.015612992115777049,0.3238206561421879
D177,D317,284,0.0007464750037186708,0.32380651260868687
D213,D272,206,0.000542712063643446,0.3237789129928303
D015,D164,4550,0.012079682205820163,0.3237331344577687
D163,D427,355,0.0009480827021592749,0.3236726245480441
D067,D181,5822,0.01530595985271128,0.3236236835893063
D412,D465,289,0.000770771933362407,0.3235629991354606
D154,D316,1082,0.002870575361681792,0.3234938657958658
D212,D316,1707,0.004519047930657259,0.32348837859461693
D149,D337,1400,0.003673552000270408,0.3234049894632147
D112,D450,1823,0.0048609862131398845,0.3230577102965098
D217,D361,702,0.001846145392893528,0.3229506829246089
D148,D266,3369,0.008941868528480413,0.322944431480056
D122,D503,955,0.0025278077802811452,0.32291465033363964
D148,D382,241,0.0006347316263245747,0.3227796954294143
D223,D477,2398,0.006330060681801031,0.32274658817065455
D114,D213,2164,0.005709660977480514,0.3226800110610766
D436,D491,26021,0.06832543938304732,0.3226779690743323
D053,D503,785,0.0021176216336400494,0.32267162643027736
D236,D450,24854,0.0654778061608518,0.3224039338912304
D011,D356,6014,0.01585714409350741,0.3223425923611415
D315,D386,3163,0.008376252514827572,0.3220625676404486
D385,D476,281,0.0007388603333912465,0.32173260522633446
D407,D476,338,0.0008887490787877033,0.32152753326018935
D163,D290,663,0.001753979028358562,0.3215076534164148
D436,D454,4078,0.010781041071352242,0.3214295836420263
D429,D442,10837,0.028538119954332843,0.3212774343667339
D044,D337,934,0.0024597492706044635,0.3211401113174826
D106,D306,479,0.0012585172537771796,0.3211185498697432
D195,D319,243,0.0006426423166710778,0.32110859688899834
D139,D336,2326,0.006149478491158725,0.32104103044035115
D223,D386,2111,0.005611985862563038,0.32103418796872435
D005,D020,1688,0.00443988222173032,0.3209575842727348
D045,D164,427,0.0011300291520707556,0.3208112778000468
D015,D251,537,0.0014164334000470887,0.32067984340373634
D163,D293,19721,0.05202117755390664,0.3205198389511575
D049,D212,2273,0.005992370505176962,0.32050013967153884
D163,D358,305,0.0008019579450500066,0.32040737285009624
D021,D163,2660,0.007008060517880805,0.3203480417044589
D128,D430,460,0.0012140369298562143,0.3201869876758667
D474,D511,230,0.0006116302894563142,0.32007358364559113
D098,D333,639,0.001683284851257284,0.32001169033232896
D053,D386,451,0.0012154250403031744,0.31996565414372136
D131,D322,440,0.0011605615123695008,0.319908219244183
D183,D474,349,0.0009160815796284439,0.31989372472929756
D112,D317,218,0.0005806093090683472,0.3198427608719014
D042,D491,4659,0.01227472661672674,0.3197873814504302
D322,D449,356,0.0009378020213157881,0.3195929482147348
D124,D294,1507,0.003947949907226159,0.3195086479174568
D131,D313,684,0.0018120312619979845,0.3194536661027651
D112,D503,2080,0.005533969922100071,0.3194487787414035
D282,D336,1522,0.004035503051485071,0.3193794768665198
D045,D413,390,0.0010245302912154925,0.31937135187934323
D181,D372,27671,0.07266665510779588,0.31932137362918445
D092,D372,2476,0.006599706666270807,0.3192875948657931
D113,D168,14662,0.03853077043163654,0.3191981596734869
D106,D366,417,0.001096061236056685,0.31913782047839084
D011,D240,204,0.0005391392486680797,0.31913545465265347
D183,D186,1027,0.002699335887544559,0.31903590104884183
D335,D502,3262,0.008758881671943925,0.31897283066635673
D031,D199,540,0.0014281642056601603,0.3186078118346744
D339,D372,579,0.0015222255017845793,0.3185531602446039
D471,D507,244,0.0006435851589535233,0.3185033970101902
D266,D466,527,0.0014182192181182239,0.31849744665137353
D329,D472,268,0.0007079340652448371,0.31833425350410977
D406,D450,414,0.0010856982823633163,0.3182231344952611
D060,D437,926,0.0024311613412935974,0.3180929064014966
D019,D418,3290,0.008673839963532005,0.31766284435020875
D020,D213,3982,0.010480054252828228,0.31754043680145067
D410,D491,642,0.001690715449806285,0.31738723071331654
D044,D168,536,0.0014118907597142438,0.3172593229480827
D284,D342,10382,0.027275022364096513,0.31720806185635747
D372,D495,5322,0.014004977912014667,0.3172024970106087
D179,D245,13365,0.03515903347367412,0.3171634908352891
D183,D449,324,0.0008492089527412088,0.31715471734194955
D284,D412,2219,0.0058504487309580695,0.3170645517844179
D319,D477,9115,0.02392169810738876,0.31667189851475636
D011,D268,369,0.000970495823241137,0.3165880359422238
D082,D279,428,0.0011415507652165436,0.3165655570859974
D319,D387,313,0.0008238554335431222,0.3163150768662085
D213,D270,3347,0.00882500091364841,0.3162368484983355
D021,D143,467,0.0012281088738452892,0.31622372216910666
D269,D406,228,0.0005973070271056639,0.31620763806358193
D184,D503,417,0.0011001827117006668,0.3161031911449054
D052,D429,648,0.0017130487821334914,0.3161010167967557
D157,D348,224,0.0005910138113355514,0.31604458347478054
D171,D454,3585,0.00948348365535522,0.31586152394241573
D132,D148,1147,0.0030148347008977384,0.3158482271647291
D132,D413,1563,0.0041111544149917386,0.3156426169448784
D336,D364,15138,0.03995055896264283,0.3155964953680112
D183,D496,303,0.0007988086446173043,0.3155336568848466
D437,D438,13886,0.03649840826595901,0.3154017565754741
D210,D329,2054,0.005457441967341145,0.3153616435260999
D245,D479,10175,0.027061646773377062,0.31533136782132853
D235,D442,463,0.0012173514743893201,0.3152862250972891
D089,D127,260,0.0006828660230856369,0.31519727058945807
D293,D392,591,0.001554402273414029,0.3151669686058562
D130,D284,564,0.0014798249610463961,0.31513702588605663
D337,D472,193,0.000508947615471356,0.3150683202909825
D163,D399,1734,0.004602392253045815,0.3150666812883513
D181,D270,9187,0.02414253869512583,0.3148073971690676
D105,D215,2617,0.006914778143481741,0.3147641696844051
D267,D272,372,0.0009799293178108534,0.314544904589907
D224,D269,822,0.002160845387406539,0.3144739088978781
D061,D179,1242,0.003265000615774618,0.31446012699500087
D433,D442,1361,0.0035831268419610016,0.31430417430861307
D105,D151,548,0.0014391740511000507,0.31428066761271983
D161,D192,405,0.0010649284568013662,0.31427968635211173
D154,D375,2666,0.00704671127460025,0.3142199000755568
D181,D407,452,0.0011866873506576412,0.31416088148415006
D178,D461,1088,0.0028724890086931068,0.31406268119648695
D154,D177,453,0.0011901463325635464,0.3140604406365704
D143,D353,1071,0.0028120719688459143,0.3140118574829037
D455,D479,1908,0.005017672850910761,0.31397809791696074
D267,D430,2159,0.005709071705032028,0.3138859318878917
D105,D420,1005,0.0026440421540673627,0.31383588790958894
D050,D209,191,0.0005089952187433075,0.3137969757880562
D089,D124,16756,0.0439910153841173,0.3137664068855
D106,D170,217,0.0005720607580884881,0.31351373921648074
D216,D436,7533,0.01981918094563618,0.3134144153992813
D325,D466,517,0.0013724879856311838,0.3133865005256658
D124,D331,264,0.0006922677595804494,0.31332418248690735
D157,D382,507,0.0013309107540750635,0.3128665572836656
D436,D455,5536,0.014546719514383487,0.3126392197941815
D246,D474,469,0.0012459873012580418,0.31248407407912066
D186,D385,722,0.0018978548306631939,0.31245856769783237
D155,D372,936,0.0024639639820828283,0.3123790014238356
D122,D267,345,0.0009155847896460911,0.31237351345207875
D293,D399,531,0.001402571988850134,0.3121462413435822
D292,D316,789,0.0021024058825624323,0.31206594368062957
D168,D332,1485,0.003909703956321808,0.3120275877871738
D143,D207,309,0.0008122447549557839,0.311976614540215
D179,D279,1834,0.0048096813758103825,0.3118922056532565
D393,D419,1600,0.004219504100586986,0.3118335617972084
D181,D216,6019,0.015797917124502823,0.31178008886042896
D171,D341,1582,0.004244467945112324,0.3117216452768664
D089,D217,955,0.0025114826304446333,0.31165272396044685
D106,D293,15807,0.04158629593322403,0.31157850018616545
D429,D461,1173,0.0031015564223113635,0.3115770404823692
D011,D420,288,0.0007572864932959446,0.3115505207080155
D020,D106,16639,0.04370508905389867,0.3113317557044411
D418,D444,209,0.0005632902373897653,0.3112897395511817
D144,D279,658,0.0017820600572463073,0.31122931808100823
D128,D465,207,0.0005543886110983168,0.31097263958368787
D007,D011,596,0.0015736824015100423,0.31083881265712576
D236,D437,36776,0.09671689315658917,0.3107550513205485
D112,D316,223,0.0006003291518507864,0.31044283967987646
D326,D329,991,0.002665474391041875,0.3104076800540715
D171,D326,465,0.0012555902711959255,0.31036163367067415
D031,D421,205,0.0005381256360823103,0.3103378493962126
D221,D269,4936,0.013005754672784675,0.30988749081987355
D175,D455,1039,0.002741634867175615,0.3097957167033498
D092,D419,1435,0.0038281815848774238,0.30978470720912593
D318,D433,271,0.0007205022673538987,0.30973000258410827
D141,D293,8785,0.023144060788134406,0.3095588376987489
D142,D393,236,0.0006215793218663306,0.3094198788236828
D045,D418,1620,0.004271438902407389,0.3091864871642696
D143,D505,343,0.0009035401294490616,0.30914454796125457
D295,D336,13020,0.034362049440339035,0.3091235106208342
D272,D386,579,0.0015385516930378493,0.30906594712359137
D282,D361,514,0.0013566170507995578,0.30904150518939744
D216,D315,1016,0.00267707996700384,0.30897040740794457
D015,D130,457,0.0012052815406959074,0.3088629807801
D186,D413,15124,0.03974753724266376,0.30865857594810464
D171,D289,7532,0.020047556106950463,0.3085287671161569
D114,D182,878,0.002306349916881814,0.3081440809834501
D103,D171,1174,0.003103696471156707,0.30802436362465746
D203,D245,1554,0.004168434070093447,0.3079833835374593
D245,D383,219,0.0005790660542409128,0.3079612118935923
D149,D342,740,0.001938100767718759,0.30783571651452263
D015,D207,483,0.0012742821977101406,0.3078006699264579
D106,D209,1040,0.0027313175690425085,0.3077774238671116
D413,D474,5128,0.01347107860071744,0.3075728172845029
D157,D213,4431,0.01165487235168388,0.3074383676317552
D031,D336,77075,0.20384876131469962,0.30722343446152645
D322,D336,1989,0.005266245525328262,0.30719594017346985
D045,D245,1165,0.003071000454919617,0.30718069953000443
D180,D336,47498,0.12498318200183269,0.3071104108281353
D047,D180,297,0.0007824778620216352,0.30709623967834815
D106,D250,6248,0.01643677227416774,0.30704280796061756
D003,D429,365,0.0009661698456208818,0.3069914163129048
D442,D479,6666,0.017655136257951197,0.3069304846258938
D292,D418,7349,0.01955985691471734,0.30681051655388697
D056,D471,3402,0.0089570736598116,0.3066801479502505
D147,D471,915,0.002420875252977027,0.3066699641483107
D186,D191,1745,0.004587334704456028,0.3066438525589045
D106,D136,580,0.0015222628400019286,0.30656324045859873
D015,D141,7913,0.020913415505107006,0.30653495729709085
D082,D503,4234,0.011250531669078195,0.3064281736889142
D031,D221,7131,0.01877373960824331,0.3063927940892073
D131,D395,3883,0.01024822214400386,0.3063476225928441
D270,D404,830,0.0021853828076973205,0.3063086175204639
D174,D477,1465,0.003840035607843593,0.30629209908643623
D167,D178,5566,0.014791444896643616,0.30611336380590703
D372,D461,2620,0.006900138661295007,0.30609786004012945
D031,D287,278,0.000730931908541418,0.30604600465870396
D050,D179,2807,0.007419448718584476,0.3060330174935954
D245,D494,230,0.0006111530513720067,0.3058437197478896
D084,D089,644,0.0016999143383584657,0.3056811414941141
D154,D335,7785,0.020553677064344005,0.30564330980129395
D011,D466,898,0.0023762110218798634,0.30563675101381915
D361,D464,1706,0.004484351725251202,0.3055463590449045
D082,D161,1330,0.0035138727903377895,0.3054036309830796
D155,D335,868,0.002286481583322318,0.3053624989206251
D372,D387,1109,0.0029208103354620134,0.30521238205613505
D089,D115,4328,0.011445122538738679,0.30521233529860337
D168,D266,10087,0.026577852930714744,0.3051915864543585
D335,D496,14502,0.03833761418217622,0.30499258728995315
D015,D031,11760,0.031136125840702092,0.30498521437345283
D157,D252,4273,0.011241048847245139,0.30487613828700827
D069,D386,192,0.0005125598891165784,0.30486170047979416
D245,D419,21295,0.05606451129810472,0.3048417685109314
D331,D336,1532,0.004023262242639113,0.304795445221486
D143,D163,11240,0.029608013428366286,0.30447224165334874
D252,D471,16027,0.04227995700927423,0.3043938732495655
D250,D437,9648,0.025453952122630366,0.30432818079108004
D090,D175,1336,0.003591194086742742,0.3042720345482154
D191,D418,1676,0.00440752810538446,0.3042477437319181
D279,D359,212,0.0005605072214875497,0.3042182761680611
D240,D329,478,0.0012669231794269922,0.30408680846066627
D089,D474,18448,0.04856014576767385,0.30403681501338387
D011,D128,2455,0.006474329745649907,0.30392124132067105
D130,D418,1597,0.004234812874766228,0.3037663580409649
D181,D328,675,0.0017758555674763944,0.3037217939026772
D386,D426,1552,0.00411125892933962,0.3037214861821261
D233,D386,3509,0.009251429813664561,0.30370143487835943
D016,D319,208,0.0005458083771739069,0.30364795063823624
D313,D329,2114,0.0056073500264179465,0.3035274043456438
D369,D471,4823,0.012772678538386708,0.3035184486286027
D250,D438,1335,0.003511802213908936,0.3035136239127201
D089,D398,597,0.0015723724950716807,0.30349719803930464
D333,D337,2932,0.007715823500595615,0.3034066872290467
D216,D294,852,0.002239548308131007,0.30308063290543946
D391,D418,603,0.0015840984957983919,0.30272226528062723
D186,D199,814,0.0021417161693525937,0.3026908696615934
D424,D491,274,0.0007211612639788752,0.30262885793746847
D021,D284,890,0.002339519869364653,0.30234110608134257
D168,D396,238,0.0006282410433656573,0.30220423164157173
D295,D413,1666,0.004393193701635431,0.30216877145603965
D175,D207,213,0.0005712597298550493,0.3020445990994835
D038,D245,817,0.002146054094257254,0.30202041500374327
D124,D465,876,0.0023052139414616556,0.30194121327880064
D439,D474,210,0.0005504677597608218,0.30192592613820785
D106,D113,22761,0.05977352113385469,0.30190424854094483
D295,D316,746,0.0019748883184772196,0.3017634796758786
D067,D317,1092,0.002875928667212825,0.3017326990699567
D114,D281,202,0.0005315644444310948,0.3016911474632115
D119,D491,21636,0.05698723283759531,0.30159984835843756
D000,D372,483,0.001275366053983601,0.30152853238845423
D210,D442,762,0.002015323991886469,0.3014654086560535
D442,D447,414,0.0010896967720031969,0.30141033619660323
D178,D181,11312,0.02970912816863035,0.30122294547343953
D429,D464,1006,0.002655266078606561,0.30116097626132343
D092,D182,237,0.000629083557366216,0.3009593077035884
D289,D474,4461,0.011774253989376274,0.30093000614435644
D336,D438,19909,0.05232985177547452,0.3008086416360336
D093,D269,1097,0.0029004488673191517,0.3006978797477885
D144,D181,3675,0.00965387488861313,0.3006942875011436
D105,D183,1815,0.004771044232292951,0.30057746303039845
D240,D491,235,0.0006214376574641513,0.30011120247806533
D050,D342,4432,0.011902626795206987,0.3000539990107286
D325,D503,18118,0.04801957883914491,0.3000352768060779
D112,D113,956,0.00252202317354438,0.2999232476312963
D105,D237,428,0.001128174024138414,0.2997673670382738
D182,D336,9050,0.023785334592794964,0.2997539660155648
D139,D436,841,0.002209293980763609,0.2997299954866859
D216,D476,4431,0.01167136121848197,0.29947703514436824
D067,D332,488,0.0012894329878359947,0.2992893529688912
D113,D433,1295,0.003401479585290412,0.29924168984310345
D021,D418,2555,0.006732948365940779,0.2991246745447246
D010,D131,210,0.0005533460300091961,0.29909468105558246
D223,D236,1742,0.004602120512780111,0.2990180823855932
D098,D144,1334,0.0035197258768677026,0.2989571774614459
D369,D476,1396,0.0036889498105174916,0.29889243438109747
D141,D208,312,0.000826627842386203,0.2988548882331382
D256,D419,493,0.0013040449034013527,0.29874797664732067
D042,D412,764,0.002026986501239323,0.29844541958516496
D474,D505,666,0.0017534318824546518,0.29839041564214464
D142,D418,4324,0.011438950446059807,0.29835034292530727
D098,D270,3300,0.008712648325447946,0.29832117094119753
D078,D245,655,0.0017194211957795643,0.2982410544711468
D090,D292,1283,0.003415854969601965,0.29809614482285457
D386,D400,435,0.0011786845655246494,0.2978473915847297
D154,D436,6761,0.017798792650862046,0.2978159602391446
D245,D379,591,0.0015669919544994844,0.29776688791866973
D089,D364,6954,0.018317536316450854,0.2976822268764363
D224,D450,1472,0.0038766796702263346,0.2976364557147203
D182,D293,1527,0.004012146034019506,0.2975378478864732
D089,D155,958,0.002520849851903633,0.2974414908124344
D191,D336,3095,0.008132564467764728,0.29741337053721373
D213,D356,2181,0.005752392905333977,0.2972041707099468
D138,D154,4763,0.012582765532860678,0.297200873315589
D015,D305,1033,0.00271319692212606,0.29716856924750273
D281,D386,637,0.001672528291082008,0.2970339260922363
D112,D361,1319,0.0034858793580136165,0.2969237934609501
D426,D429,1022,0.002703777025215411,0.2967642789722294
D361,D420,335,0.0008817038054982842,0.29672805573554834
D119,D210,915,0.0024322685873015013,0.29668638050052976
D025,D386,8443,0.022728554529826816,0.29653879780408665
D319,D442,6676,0.017534162333844493,0.2964517515090101
D045,D119,919,0.002422013636004497,0.29636996938862703
D186,D446,302,0.0007932402083586225,0.2963256078084354
D110,D336,432,0.0011361763040051642,0.29621634096483856
D124,D171,11461,0.030140789934889715,0.29620583627099323
D404,D496,914,0.0024105843566869624,0.29612598249275573
D395,D458,2709,0.007140680882158997,0.2960229374568262
D011,D233,3311,0.008703998369397715,0.2959699534798508
D203,D455,289,0.0007671030649671445,0.2957762446735664
D050,D174,349,0.000918301438314298,0.2957635101618653
D451,D471,25165,0.06652170618151541,0.2954643145047796
D147,D267,234,0.0006198357749532442,0.29540748805410794
D182,D419,2366,0.006216836233409535,0.2951163559051414
D479,D502,940,0.0025849162469933767,0.2950758770947538
D131,D319,5701,0.015015694312115784,0.29507511463802366
D161,D404,910,0.0023961918036468867,0.2949860009988416
D042,D333,387,0.0010222418305985792,0.29487363641226344
D407,D477,525,0.0013795926888732436,0.29477933618388397
D171,D192,768,0.002044830734662738,0.29454703164097595
D289,D477,8012,0.021139842631668414,0.29447221948231417
D002,D178,1301,0.003489305979509015,0.29439109176210354
D131,D406,191,0.0005030870444290842,0.2943393805949039
D003,D270,270,0.0007128013439989151,0.2943046158610802
D332,D356,507,0.0013466873621808262,0.29406889334880537
D316,D464,285,0.0007589483020187324,0.29393649600726035
D089,D261,235,0.0006207893848890726,0.2938599156722628
D287,D386,227,0.0005966346854701712,0.29375759576779437
D354,D471,2582,0.006854073521180759,0.29363034001305777
D163,D461,3193,0.008427333450073779,0.29362773142036414
D082,D114,770,0.0020312294567803165,0.29350938967088064
D289,D412,1309,0.0034714319122955578,0.2933370670268928
D138,D451,8610,0.02288941256022328,0.2932007225317957
D089,D294,4007,0.010520430485074152,0.2931102913245511
D386,D457,605,0.0015991645876064018,0.2931068602947514
D011,D074,259,0.0006852988116167407,0.2927564236276757
D207,D491,1051,0.002771186190341374,0.2927182877614174
D319,D454,1384,0.003643083451895931,0.29254815002462375
D073,D106,641,0.0016876375030663645,0.29250523118540883
D171,D392,1105,0.0029162002278260634,0.2924937001109622
D053,D361,503,0.0013268095631051165,0.2924552804261186
D060,D245,511,0.0013429052430084906,0.29199362818783414
D270,D437,21388,0.05639090364777594,0.2919899236529663
D293,D354,584,0.0015455471959075111,0.2917948240421875
D061,D471,5575,0.01475001994343976,0.29172722264888673
D252,D438,2030,0.0053383686148088276,0.29167441643121206
D159,D294,208,0.0005449537400207901,0.2915820815866133
D398,D429,256,0.0006754495347502747,0.291452752986473
D104,D337,2659,0.007015346272211332,0.2913929948382206
D179,D294,1407,0.0036901901484233156,0.291304048414169
D060,D450,610,0.0016024790587882063,0.291163569883492
D261,D437,350,0.0009214825411328451,0.29103065483778245
D300,D419,1266,0.003331258819959355,0.29076068277126305
D343,D418,1730,0.004558810398689679,0.29072922997434625
D364,D438,1424,0.003742315881236171,0.29056940871075465
D021,D293,797,0.0020962483279827683,0.29053112752681653
D266,D456,2535,0.00683336101805506,0.2905093948445697
D049,D491,5343,0.01406687067237218,0.2905058010940032
D011,D333,1699,0.0044694306687502435,0.2904935689999637
D186,D447,904,0.002378434437017137,0.29043713449254793
D044,D236,470,0.0012388843574347907,0.29041625067806237
D181,D337,29732,0.07810737851894076,0.2904026585277051
D436,D441,643,0.0016905553063339242,0.29021751146410946
D157,D461,1150,0.003021865824376695,0.2900508919101287
D061,D167,1070,0.0028425613397338205,0.2900019506160278
D141,D236,13009,0.03424197914986655,0.2898770309302652
D005,D167,1337,0.0035326306460009,0.28983873131563104
D139,D356,226,0.000594896434308706,0.28983354062926914
D287,D503,394,0.0010347389551574689,0.2898267421005406
D048,D328,215,0.0005671059417781596,0.2898229185786488
D183,D413,231,0.0006063191785257597,0.2898154236511088
D181,D250,4041,0.010619044694313113,0.28979503667220563
D293,D303,651,0.0017064984767665998,0.2897782787926446
D267,D505,664,0.001770290793787627,0.2897064549574359
D203,D436,1446,0.0038640066038657926,0.2895604636589194
D119,D233,3534,0.009289442436131038,0.2894828954352301
D471,D508,1100,0.002893887892360457,0.2894601471791965
D142,D404,212,0.0005582729193380487,0.2891520588349066
D050,D442,4278,0.011461551608834785,0.28909848713782393
D017,D471,193,0.0005069753561694643,0.28904385785464126
D031,D074,330,0.0008777784310085763,0.28901271946414164
D113,D298,1883,0.004959028845171209,0.2889974958757493
D282,D471,1115,0.00295645896017885,0.2889029389392954
D455,D503,7881,0.020768308486193397,0.2888913141397821
D031,D420,364,0.0009573392516626923,0.28887424606253836
D325,D455,2463,0.006489473658585194,0.28884469383746453
D048,D157,3866,0.010158047552549019,0.28871498655949424
D179,D450,15663,0.0411579164823011,0.2886599788152445
D106,D316,5314,0.013995419406855334,0.2886279311794304
D267,D308,660,0.0017689456886115383,0.2885725013914736
D061,D284,1398,0.003678373627708044,0.2885658218351524
D141,D386,15512,0.04108405505357796,0.28849301921221515
D119,D236,16145,0.04256246440977444,0.28844869616196067
D142,D279,422,0.00112286445116332,0.28826987120347747
D009,D471,675,0.001768307521376513,0.2881920481758882
D413,D450,12318,0.03241577887608495,0.28800921722045403
D141,D479,6394,0.016958060709161952,0.28798786911246654
D181,D236,15278,0.04011553760698092,0.2878508269618276
D287,D337,366,0.0009615989369816585,0.2877956739891977
D385,D386,383,0.0010128704395179705,0.2876617011120922
D131,D256,404,0.001077881807713351,0.28743526418103493
D235,D503,943,0.0024794955575516966,0.28737356269127
D105,D201,461,0.0012081783885778013,0.2871566102470781
D284,D328,428,0.001128307355433399,0.2870886845669773
D436,D449,13342,0.035006968948858734,0.2870153911392394
D135,D186,212,0.0005583838134767615,0.2869871537919691
D089,D183,832,0.002186304256306029,0.2867168633219672
D048,D124,3324,0.00872486947309554,0.2867084981026365
D105,D287,745,0.0019572201382106655,0.28636174771669703
D391,D491,372,0.0009760867566398855,0.2862649515960409
D292,D461,377,0.0009966256094280515,0.2860042106160771
D020,D149,492,0.0012906067488688193,0.2858906930323355
D251,D395,291,0.0007693359498488004,0.2858238702799528
D110,D437,296,0.0007788021460574412,0.28575212536192596
D113,D424,197,0.0005182611252743002,0.2856253211235297
D089,D147,560,0.001479881883015398,0.2852974626858705
D147,D437,834,0.002200924700474247,0.2852430142780267
D356,D395,1730,0.004570233492286083,0.285195816684836
D464,D491,1668,0.004389854934882663,0.28512156012419604
D337,D461,2833,0.007456747203208525,0.2849348823852067
D157,D476,8893,0.023412640297710733,0.2849127696711973
D190,D495,229,0.0006014942009783524,0.284901445740612
D167,D313,439,0.001169161298800019,0.28478571045401635
D212,D418,15578,0.0410768171946542,0.28468389324559823
D157,D479,5139,0.01356655834633871,0.28463517769889446
D042,D418,7264,0.01922053183252128,0.2846213044923155
D195,D293,319,0.0008420313935478209,0.2844260710110089
D289,D341,543,0.0014591562859909704,0.28437152610624855
D119,D173,274,0.0007188024087082841,0.2842678513815918
D212,D246,341,0.0009015159341531878,0.28421602246623695
D199,D442,364,0.0009614148111469348,0.28421322832501333
D317,D412,643,0.0016972580013956025,0.2841048689855326
D267,D465,961,0.0025701368784081286,0.28410337935036734
D164,D266,4875,0.013079830446648235,0.28401233838597856
D112,D163,2123,0.0056448912032900905,0.2839713974895812
D131,D289,5050,0.013371497585881997,0.2839204715366149
D279,D461,304,0.0008066494703073759,0.28373730726036417
D221,D250,1271,0.003348710670065056,0.2836029941930057
D050,D430,892,0.0023911228529708605,0.283571562172955
D159,D364,358,0.0009405248446310488,0.2834545671604165
D236,D364,3761,0.009899429276018171,0.28340236425124277
D373,D386,761,0.002033816223773249,0.2833368449433808
D011,D106,26426,0.06947150844163938,0.2831559314506782
D180,D221,4309,0.011326845868255914,0.2830751073200252
D020,D178,6800,0.01790338433909425,0.28292306925615973
D000,D101,200,0.0005293888336281108,0.2828420752093401
D421,D437,375,0.0009861184559960166,0.2827424716991515
D404,D502,203,0.0005403812925945685,0.2827149188297024
D207,D471,2316,0.006125257315740937,0.28268843330108623
D178,D419,10031,0.02643197795223544,0.2826870093878524
D031,D413,9770,0.025744552436067058,0.28258266833035267
D178,D353,2003,0.0052613034261391614,0.28255593191055955
D178,D203,729,0.001960705215746843,0.2824992043549835
D186,D236,29267,0.0769844220579392,0.2824446150768424
D060,D119,404,0.0010599782280278974,0.2823617586071289
D131,D410,407,0.0010722136305426984,0.28231141481754723
D192,D236,606,0.001595593949045306,0.28225641544296864
D471,D505,2577,0.0068246207452875105,0.2821606352989306
D073,D105,1425,0.0037777297909229648,0.2820743419419144
D009,D141,223,0.0005835320525019183,0.28182245731848704
D113,D175,3463,0.00911890719511355,0.281569162850723
D154,D308,306,0.0008122872955678601,0.2815145008032301
D090,D436,7080,0.01871469005711647,0.2811656696432942
D303,D356,372,0.0009925303833353827,0.28105828678416384
D056,D456,328,0.0008657386881154259,0.28099002277739277
D180,D391,250,0.0006556189983958075,0.2808740608231531
D329,D332,3479,0.009226103943172328,0.2808558621292056
D098,D164,3064,0.008140654381908832,0.28077192118327593
D161,D272,312,0.0008199761773260106,0.2807037539070772
D447,D496,266,0.0007007011444573408,0.2804764477105867
D007,D212,285,0.0007508445900193261,0.28040168636726553
D015,D122,269,0.0007094614607526289,0.28029388191589455
D471,D496,25474,0.06733411950038225,0.2801936544052357
D113,D345,402,0.0010664319894233543,0.28010736808215314
