global_image_index,city_key,image_index,source_image_index,pano_index,panoid,direction_index,heading,lat,lon,year,month,image_unexpected_max,image_unexpected_top3_mean,image_visual_bridge_max,image_visual_bridge_top3_mean,top_pair_index,top_pair_joint_share,top_element_a,top_element_b,top_name_a,top_name_b
335594,Turkey/Istanbul,7138,7195,8404,t4DKUAEVhC1IRvlc5KFb9w,2,180.0,41.06447714256745,28.78502891420811,2014,4,4.6616077,2.456956,0.013964063,0.0075174146,684,0.12244898,F011,F058,road_edge,shaded alley
126943,India/NewDelhi,1122,1198,3186,4ItbYGNPsIBI82Uqyv5EyQ,0,0.0,28.68278667001676,77.02568639198492,2022,4,4.6616077,2.6321964,0.013964063,0.0072428733,684,0.12244898,F011,F058,road_edge,shaded alley
226900,Philippines/Manila,103,104,5441,gSTFgu4dPO6z6ztxFA60ag,3,270.0,14.29464453738218,121.0067017431109,2024,8,4.6616077,2.2819912,0.013964063,0.0074299746,684,0.12244898,F011,F058,road_edge,shaded alley
43777,Bangladesh/Dhaka,5618,5661,5685,LJ9av8QGJQKs28Xd_OV0GA,1,90.0,23.70550465951726,90.52136673477773,2025,10,4.6616077,3.2191098,0.013964063,0.009164912,684,0.12244898,F011,F058,road_edge,shaded alley
215892,Peru/Lima,1782,1797,9466,-D28_qfK8-gWtRH0QHb4aw,0,0.0,-11.83817482889552,-77.08069150540334,2013,11,4.6616077,2.4629343,0.013964063,0.0071344883,684,0.12244898,F011,F058,road_edge,shaded alley
212904,Nigeria/Lagos,11530,11588,3196,z6ugRJWMPKLYAoxlOM6a-A,2,180.0,6.608873268036988,3.42384128875893,2021,6,4.6616077,2.7125409,0.013964063,0.0076504066,684,0.12244898,F011,F058,road_edge,shaded alley
222205,Peru/Lima,8095,8168,8127,aEatpIvClL0FmFj0MDVMSQ,1,90.0,-12.1859945876767,-76.93963432365337,2024,7,4.6616077,2.4764085,0.013964063,0.007315611,684,0.12244898,F011,F058,road_edge,shaded alley
312394,Taiwan/Taipei,9392,9485,3918,0TjDIGe36QGUYgsQuV1QGA,1,90.0,24.97904343852059,121.4559842174621,2017,3,4.6616077,2.6954296,0.013964063,0.0076973713,684,0.12244898,F011,F058,road_edge,shaded alley
206558,Nigeria/Lagos,5184,5220,3538,zb6i32d3o0TeXJDrbp9hPQ,0,0.0,6.552165533824596,3.329495981529388,2021,6,4.6616077,2.4332237,0.013964063,0.0074056312,684,0.12244898,F011,F058,road_edge,shaded alley
112114,France/Paris,10278,10470,5261,4k1g4yoBXze7JdbbuGwmbw,1,90.0,48.86105759566016,2.312832138683696,2012,8,4.6616077,2.479756,0.013964063,0.0076261144,684,0.12244898,F011,F058,road_edge,shaded alley
7515,Argentina/BuenosAires,7515,7517,8859,THlxqhadPUt8vQNkKIdhBg,3,270.0,-34.51612470142922,-58.76717336974672,2025,5,4.6616077,2.7917054,0.013964063,0.009042084,684,0.12244898,F011,F058,road_edge,shaded alley
120253,India/Mumbai,5847,6561,2688,f_r2b0DbPVKvirlVgdzgUQ,3,270.0,19.04166134789426,72.87588683914407,2026,2,4.6616077,2.178463,0.013964063,0.0097941505,684,0.12244898,F011,F058,road_edge,shaded alley
207858,Nigeria/Lagos,6484,6522,3811,nD_JnRlV2dV83wb-hLmrnw,3,270.0,6.687652081510111,3.223720051843759,2024,3,4.6616077,3.1635058,0.013964063,0.008823964,684,0.12244898,F011,F058,road_edge,shaded alley
327688,Thailand/Bangkok,12014,12029,1960,ukUfgk9sh4tjwW4s7N6X4A,0,0.0,13.92833055513815,100.5414781128794,2022,3,4.6616077,2.253106,0.013964063,0.0064468547,684,0.12244898,F011,F058,road_edge,shaded alley
212226,Nigeria/Lagos,10852,10909,9089,AxXZkEqvt2jpaNGPJr8onQ,1,90.0,6.590017043800595,3.231200937054683,2017,2,4.6616077,2.785491,0.013964063,0.007992485,684,0.12244898,F011,F058,road_edge,shaded alley
238790,Philippines/Manila,11993,12023,6474,zkJ39unno72F9tEwyCS1kQ,0,0.0,14.59118278557916,121.2138891469301,2026,3,4.6616077,2.2544053,0.013964063,0.006873375,684,0.12244898,F011,F058,road_edge,shaded alley
264647,Singapore/Singapore,12340,12453,1187,yU444SUW0e62XWzXq7dXcA,0,0.0,1.335714359105454,103.7836242794262,2017,12,4.6616077,2.7191164,0.013964063,0.008324862,684,0.12244898,F011,F058,road_edge,shaded alley
133207,India/NewDelhi,7386,7966,4836,NapoIUjEK5BZ_uNSfAYGFw,2,180.0,28.56581810763934,77.2511504944097,2022,3,4.6616077,3.2279568,0.013964063,0.008839011,684,0.12244898,F011,F058,road_edge,shaded alley
180010,Mexico/MexicoCity,4035,4049,2906,UH5EW42gK3y7ZNyaiyK3ww,3,270.0,19.45999965677107,-99.252602309188,2024,12,4.6616077,2.5941083,0.013964063,0.007897488,684,0.12244898,F011,F058,road_edge,shaded alley
118785,India/Mumbai,4379,4911,182,n61__HRZog1cbzR-FjBsKg,0,0.0,19.28742450777626,73.10755357365126,2023,12,4.6616077,2.831272,0.013964063,0.0077894777,684,0.12244898,F011,F058,road_edge,shaded alley
276132,SouthAfrica/CapeTown,11144,11175,2270,6IaXLcp_rBMqcAwRRW0vcA,2,180.0,-34.0135674685521,18.6812117791011,2024,5,4.6616077,2.4942398,0.013964063,0.0072458237,684,0.12244898,F011,F058,road_edge,shaded alley
324140,Thailand/Bangkok,8466,8478,392,UkoMUC6aa6fndzW_AErB5Q,1,90.0,13.64175128928654,100.4108661997069,2011,9,4.6616077,2.4426382,0.013964063,0.006854871,684,0.12244898,F011,F058,road_edge,shaded alley
213968,Nigeria/Lagos,12594,12658,4889,NcD6aJ-YmDBcdnojolYRTg,2,180.0,6.472533498008855,3.630665826292732,2017,4,4.6616077,2.4154985,0.016226826,0.011885588,684,0.12244898,F011,F058,road_edge,shaded alley
241906,Russia/Moscow,2342,2351,1534,wCJPmeo3e035ntR1eRkYfw,1,90.0,55.60050106493397,37.45831628125302,2021,5,4.6616077,2.7747402,0.013964063,0.007954252,684,0.12244898,F011,F058,road_edge,shaded alley
220594,Peru/Lima,6484,6544,4806,MHn401P1dQXwjtj_O8btVQ,3,270.0,-11.9056420410795,-76.97275813833775,2024,8,4.6616077,2.1057253,0.013964063,0.008725389,684,0.12244898,F011,F058,road_edge,shaded alley
133678,India/NewDelhi,7857,8482,8229,I391aBDAyutZoWJLWF5pRg,3,270.0,28.4303026520752,77.00571258134919,2022,4,4.6616077,3.2311382,0.013964063,0.008964606,684,0.12244898,F011,F058,road_edge,shaded alley
186955,Mexico/MexicoCity,10980,11015,4218,IwuMihkI19AlAsmrxCzT3Q,0,0.0,19.48918011519551,-99.19420082720416,2008,10,4.6616077,2.7275288,0.013964063,0.0074844253,684,0.12244898,F011,F058,road_edge,shaded alley
60843,Brazil/SaoPaulo,9988,10000,6892,eFCUAT574er-N5etF9-4Pw,0,0.0,-23.48316197667423,-46.30177716760734,2018,5,4.6616077,2.4706104,0.013964063,0.007536663,684,0.12244898,F011,F058,road_edge,shaded alley
134047,India/NewDelhi,8226,8874,1673,WS6P8msZKSg7LEZ436Kd5Q,3,270.0,28.81416029560174,77.13497246901272,2026,4,4.6616077,2.7872899,0.013964063,0.007806783,684,0.12244898,F011,F058,road_edge,shaded alley
87732,China/HongKong,11363,11455,2552,_dSKsJ3PNVttPBaNSQOl7A,0,0.0,22.30999869580018,114.1651073906032,2011,2,4.6616077,2.9715126,0.013964063,0.008119617,684,0.12244898,F011,F058,road_edge,shaded alley
183951,Mexico/MexicoCity,7976,8000,4891,IL-arEWRWC287XqAKYytgQ,2,180.0,19.27817842719691,-98.90911395571202,2022,11,4.6616077,2.31053,0.013964063,0.0070613124,684,0.12244898,F011,F058,road_edge,shaded alley
3632,Argentina/BuenosAires,3632,3632,6310,YVzpSHqLhQ-NUnBQ9ljr7g,1,90.0,-34.82331008344077,-58.18760322573252,2026,1,4.6616077,3.1832218,0.013964063,0.008740593,684,0.12244898,F011,F058,road_edge,shaded alley
317909,Thailand/Bangkok,2235,2239,8574,OycvICReKc24iFLWOK7Y-Q,2,180.0,13.63692484398349,100.6732208381572,2012,3,4.6616077,2.4047754,0.013964063,0.0067078783,684,0.12244898,F011,F058,road_edge,shaded alley
124399,India/Mumbai,9993,11201,6028,Phnd2dm-0SoPatD4XJhgAw,3,270.0,19.1706468618759,72.96803287469665,2024,3,4.6616077,2.0318801,0.013964063,0.0063689225,684,0.12244898,F011,F058,road_edge,shaded alley
135634,India/NewDelhi,9813,10587,7994,4J0dPAIbKh3Ag6SRWU0kiA,1,90.0,28.43942424406904,77.10293321238252,2022,3,4.6616077,3.1592636,0.013964063,0.008662253,684,0.12244898,F011,F058,road_edge,shaded alley
135547,India/NewDelhi,9726,10493,2194,I2sMD7DAv9mhSQaVs14zPw,0,0.0,28.65883781851472,77.38125974131168,2025,10,4.6616077,3.2279568,0.013964063,0.008839011,684,0.12244898,F011,F058,road_edge,shaded alley
39711,Bangladesh/Dhaka,1552,1565,6480,jgCYZI1tofoOPPoKU3leVA,0,0.0,24.01471665890275,90.4009071344806,2022,2,4.6616077,2.4199948,0.013964063,0.007498397,684,0.12244898,F011,F058,road_edge,shaded alley
214413,Peru/Lima,303,304,5235,MjclaCPSR1GItAHN6nyUIg,3,270.0,-11.97395807355996,-77.00133666539034,2024,6,4.6616077,2.4573646,0.013964063,0.00801882,684,0.12244898,F011,F058,road_edge,shaded alley
89058,China/HongKong,12689,12792,6030,LGjJEgl9RQCVkvzvKyNr9g,0,0.0,22.32532422461463,114.2076174601106,2009,3,4.6616077,2.697366,0.013964063,0.008170756,684,0.12244898,F011,F058,road_edge,shaded alley
184006,Mexico/MexicoCity,8031,8055,2810,CxwYTqXmU6YHxn6CL2k6dw,1,90.0,19.51708184898896,-99.086738005273,2022,1,4.6616077,2.5414512,0.013964063,0.0074546984,684,0.12244898,F011,F058,road_edge,shaded alley
136200,India/NewDelhi,10379,11187,9575,zx8CSSQN6aSuzeG7eIV6iA,0,0.0,28.64428337188241,77.1916105639921,2022,3,4.6616077,2.17741,0.013964063,0.006804857,684,0.12244898,F011,F058,road_edge,shaded alley
128700,India/NewDelhi,2879,3092,3469,ZxEk0H9nbdrjy_hihxMoeg,3,270.0,28.49229265943311,77.05888056340626,2026,4,4.6616077,2.3845494,0.013964063,0.011615358,684,0.12244898,F011,F058,road_edge,shaded alley
123490,India/Mumbai,9084,10183,8859,pJc2wt40lVcdexD1O_bwIg,2,180.0,19.06587457291589,72.89986481819433,2026,2,4.6616077,2.6635962,0.013964063,0.00715878,684,0.12244898,F011,F058,road_edge,shaded alley
286992,SouthAfrica/Johannesburg,9242,9402,9365,_LG0AQQsG-oTbSCyQOG1cA,3,270.0,-26.24719033340368,28.26822498922182,2022,6,4.6616077,2.6408494,0.013964063,0.008964765,684,0.12244898,F011,F058,road_edge,shaded alley
90884,Colombia/Bogota,1818,1824,5579,hPxKrBr7Oc5ARGPwRwVldA,3,270.0,4.735201552480204,-74.1353753000188,2023,6,4.6616077,2.5127275,0.013964063,0.00756358,684,0.12244898,F011,F058,road_edge,shaded alley
286771,SouthAfrica/Johannesburg,9021,9179,4854,-_TqAoVM6JmSau7GY1UtsA,0,0.0,-25.99845540399822,28.2033449635586,2010,10,4.6616077,3.07654,0.013964063,0.009164249,684,0.12244898,F011,F058,road_edge,shaded alley
86331,China/HongKong,9962,10040,381,mafba8qI6AawwhZFVWjNVw,3,270.0,22.31433836259088,114.217598688002,2022,11,4.6616077,2.6934528,0.013964063,0.0081057595,684,0.12244898,F011,F058,road_edge,shaded alley
88187,China/HongKong,11818,11915,3446,W5bM1QJlrCDIn4ZPjudoVw,3,270.0,22.28174218744675,114.171463194487,2022,9,4.6616077,2.6301634,0.013964063,0.009050846,684,0.12244898,F011,F058,road_edge,shaded alley
320000,Thailand/Bangkok,4326,4332,4741,0Q-81989irm7cZouGSb1rA,1,90.0,13.94797597198241,100.6173791328518,2019,9,4.6616077,3.2854502,0.013964063,0.009164547,684,0.12244898,F011,F058,road_edge,shaded alley
167885,Malaysia/KualaLumpur,4667,4678,1946,EOSwWw6NXmxW2zDJE_5Miw,0,0.0,3.079464829221256,101.6808714853026,2017,9,4.659435,3.5492733,0.01119919,0.009193459,1449,0.15816326,F029,F058,electric_bike_parking,shaded alley
23567,Australia/Sydney,10770,10829,5031,oaUF7RD0gSoRD8RUHWqG7Q,2,180.0,-33.99170894522745,151.0249898902439,2014,6,4.659435,2.9013617,0.01119919,0.0072217174,1449,0.15816326,F029,F058,electric_bike_parking,shaded alley
290313,SouthAfrica/Johannesburg,12563,12781,5488,_OUJvr9SERRJ3__ITzzdfQ,2,180.0,-26.27350633564085,28.119120375658,2014,12,4.659435,2.558254,0.01119919,0.0062456094,1449,0.15816326,F029,F058,electric_bike_parking,shaded alley
51931,Brazil/SaoPaulo,1076,1079,8669,lO07yjy-Jb7GeZTHBg3jfw,2,180.0,-23.66970096473231,-46.5529797014112,2019,5,4.659435,2.932396,0.01119919,0.0076187886,1449,0.15816326,F029,F058,electric_bike_parking,shaded alley
217235,Peru/Lima,3125,3159,1841,ndqHgTBnwIRLhJp4g4iHfg,0,0.0,-12.04516213938235,-77.11595724591811,2013,9,4.659435,3.1622715,0.01119919,0.008546711,1449,0.15816326,F029,F058,electric_bike_parking,shaded alley
71486,Canada/Toronto,7849,7889,3089,6lt8E0mjLQBqzCa4l0hHBg,2,180.0,43.59502564307579,-79.75614685330295,2011,9,4.659435,2.4227998,0.01119919,0.0064411242,1449,0.15816326,F029,F058,electric_bike_parking,shaded alley
85058,China/HongKong,8689,8749,7803,MOpD9C8ws4Ha6oqHLV63zw,1,90.0,22.36332055446909,114.1227832154339,2011,2,4.656773,2.1882849,0.068668,0.028880352,1783,0.12244898,F041,F062,concrete_wall,shaded alley
181018,Mexico/MexicoCity,5043,5060,7534,CYM1lFy2NPScKVzsBGpdGA,1,90.0,19.52292565168663,-99.21061609110888,2016,5,4.6387386,3.1396008,0.012435936,0.008425447,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
53112,Brazil/SaoPaulo,2257,2262,2363,yD9IEeL-2DecOmAtlOB5Zw,0,0.0,-23.5956535730412,-46.58302474521133,2014,1,4.6387386,2.663491,0.012435936,0.0068739294,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
85945,China/HongKong,9576,9650,9063,oFHI2xxtFr8-OaxNynsdXw,0,0.0,22.33237538499244,114.1097806305956,2022,8,4.6387386,2.1894221,0.012435936,0.0059928843,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
177451,Mexico/MexicoCity,1476,1481,2069,UF0Zs5ojk0gK9xsM3Gs_Vg,0,0.0,19.62854324548479,-99.16470835808138,2022,8,4.6387386,2.7286885,0.012435936,0.0073631513,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
268173,SouthAfrica/CapeTown,3185,3196,2043,6mdB310jj9hv_3KcYuauxg,3,270.0,-33.92409059501728,18.60966335429496,2022,9,4.6387386,2.8689668,0.012435936,0.007846945,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
345284,UnitedKingdom/London,4124,4194,4273,Vc2xXHJsm4K3TjPrcuCXOw,3,270.0,51.54935350847835,-0.02214604263477483,2015,5,4.6387386,2.2518334,0.012435936,0.0057230606,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
365895,UnitedStates/LosAngeles,12130,12224,829,-OnXRsb8hOmONhhY1LQ8DQ,0,0.0,34.07756790955139,-117.6851796525354,2012,1,4.6387386,3.2297192,0.012435936,0.008823342,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
137353,India/NewDelhi,11532,12436,3056,4kI75s9zq929SH-WCL-QSA,0,0.0,28.62265920355491,77.21425880177266,2025,10,4.6387386,2.7276318,0.012435936,0.007303957,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
94525,Colombia/Bogota,5459,5473,7490,zJyDipBbkswSLe-KCeDkEQ,0,0.0,4.595415025043649,-74.12634955667143,2023,11,4.6387386,3.1387017,0.012435936,0.0082066795,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
209777,Nigeria/Lagos,8403,8453,8934,l9qB2tX1_lJaDDzzxmXe5g,1,90.0,6.658364110940647,3.31366900673446,2024,3,4.6387386,2.8473127,0.012435936,0.007086254,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
286171,SouthAfrica/Johannesburg,8421,8564,9505,pM8EasHWuEp-nz3FD0AVQg,2,180.0,-26.28636766088102,27.82962786660372,2024,6,4.6387386,2.4711864,0.012435936,0.0066651925,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
148394,Indonesia/Jakarta,10697,10729,4951,KVnwzRGOtefUEBUfWxY_Aw,1,90.0,-6.331758117159307,106.8002219033684,2022,8,4.6387386,2.9118907,0.012435936,0.008245237,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
272873,SouthAfrica/CapeTown,7885,7905,2265,oS3mfHXTTxjbJf8T6_3rmA,3,270.0,-33.97390256243832,18.65151123349731,2024,2,4.6387386,3.7136269,0.012435936,0.00979638,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
276931,SouthAfrica/CapeTown,11943,11978,6175,6GsFL8EhNjn_1PBL3HQRRA,0,0.0,-34.0515022742734,18.48764926716107,2023,11,4.6387386,2.8571918,0.012435936,0.007478095,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
68204,Canada/Toronto,4567,4587,2912,aR3Znivu3Pv6e5aMCdHxGQ,2,180.0,43.68680893098444,-79.83272552264998,2016,7,4.6387386,2.4619846,0.012435936,0.006679939,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
207228,Nigeria/Lagos,5854,5891,5608,56mPCgDa1vKhlyWHW5hoNA,1,90.0,6.615549657380942,3.323422998640206,2024,3,4.6387386,3.0205145,0.012435936,0.00786446,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
281408,SouthAfrica/Johannesburg,3658,3711,8806,-_x0fIvPCG2ReSNESPLLLQ,3,270.0,-26.37287295854641,28.11023549807483,2026,3,4.6387386,2.7045448,0.012435936,0.0075137257,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
90082,Colombia/Bogota,1016,1019,7858,HnvlQCwN6WNn1YWa-jnVAQ,2,180.0,4.597676707225459,-74.15400201042844,2018,10,4.6387386,2.8093731,0.012435936,0.007152926,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
373506,UnitedStates/NewYorkCity,7038,7303,8608,4Y6yWz0XeSpjCRjYR0ulKg,0,0.0,40.77031584127494,-74.18329333305121,2019,6,4.6387386,2.7517827,0.012435936,0.007582795,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
21197,Australia/Sydney,8400,8444,3538,k9l0g69UX-_lq-3UsPO9zQ,2,180.0,-33.76890991379694,150.9695194867681,2009,12,4.6387386,2.6827228,0.012435936,0.0069891936,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
24395,Australia/Sydney,11598,11660,7643,HjYiLaHq2LhZC6CKtHue-Q,1,90.0,-33.7586288765243,150.8703077225092,2019,1,4.6387386,2.4305656,0.012435936,0.006941578,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
127234,India/NewDelhi,1413,1509,3092,nARHjqG4dJ-e1lwombvmuQ,1,90.0,28.48959775024417,77.28682203871512,2022,4,4.6387386,2.7084112,0.012435936,0.007040555,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
285523,SouthAfrica/Johannesburg,7773,7906,5446,Pm2UF3lUt-2pD7V-ozjAIw,0,0.0,-26.20050681132353,27.76290882466662,2024,1,4.6387386,2.7799866,0.012435936,0.007010224,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
178981,Mexico/MexicoCity,3006,3017,3310,CXuH_DX9i_S73RVGcBa-vw,0,0.0,19.29430913841619,-99.18183078599074,2014,10,4.6387386,2.3509796,0.012435936,0.0059385975,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
202395,Nigeria/Lagos,1021,1028,3428,lae-GTQT5VUkUJd5QzbI_g,0,0.0,6.547829974089392,3.400634236781471,2024,4,4.6387386,2.286217,0.012435936,0.0059443824,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
95208,Colombia/Bogota,6142,6157,809,p7nM3LrRZkEVLcTGIqWJKA,1,90.0,4.594505504183245,-74.22146257492275,2025,4,4.6387386,2.888728,0.012435936,0.0071401,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
84383,China/HongKong,8014,8069,4256,ngC_12vskEG0YecQb_bZuQ,2,180.0,22.33137194180336,114.1362866505202,2021,5,4.6387386,2.7888124,0.012435936,0.007589463,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
100179,Colombia/Bogota,11113,11140,183,Hm7gxFwhYhQhpC1Ns7npnQ,0,0.0,4.623641109993016,-74.1094812920176,2018,10,4.6387386,2.7124202,0.012435936,0.0073099,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
133378,India/NewDelhi,7557,8158,1928,4gztzXfC73VjwOYBzFfmJg,0,0.0,28.68761385059014,77.37483473576178,2025,10,4.6387386,3.039528,0.012435936,0.0082952315,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
271824,SouthAfrica/CapeTown,6836,6855,7883,oTRKEWUhBLznHCs_ZoJBDg,0,0.0,-33.82391853075224,18.720079977444,2022,11,4.6387386,3.483917,0.012435936,0.009431221,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
237546,Philippines/Manila,10749,10779,3567,oe7aIY5wxrjTTdxQW5DXKA,3,270.0,14.39546173380309,120.9257046040572,2022,4,4.6387386,2.6084955,0.012435936,0.006595436,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
203039,Nigeria/Lagos,1665,1675,3971,TveTYVEjL9sIVa8GtNXYOw,3,270.0,6.575299800520119,3.204598478233377,2024,3,4.6387386,2.366538,0.018029807,0.013694044,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
210515,Nigeria/Lagos,9141,9193,9921,LaD734FnIa7BaZODed8RUg,1,90.0,6.604327133616996,3.391005757819506,2021,6,4.6387386,3.0401127,0.012435936,0.008672438,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
88898,China/HongKong,12529,12631,6724,BgB4yLsfOJPGE0U0CMP41A,3,270.0,22.28709888874212,114.132520959724,2009,8,4.6387386,2.7362366,0.012435936,0.0073450245,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
67402,Canada/Toronto,3765,3783,3906,3PKZO9KQraWVnsN4R6ajcw,0,0.0,43.77759085353288,-79.28394090341392,2018,9,4.6387386,2.655594,0.012435936,0.0069781654,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
371541,UnitedStates/NewYorkCity,5073,5272,7911,4yeF8Mey_FJ0Jp-n0Wy1YA,0,0.0,40.68457934144264,-74.20628396038984,2018,9,4.6387386,2.4779527,0.012435936,0.006697918,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
172088,Malaysia/KualaLumpur,8870,8898,1462,Jte9bGoNW5eaTlAFowsgJQ,0,0.0,3.097046759179171,101.5351656445792,2019,5,4.6387386,2.4109821,0.012435936,0.006725958,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
166946,Malaysia/KualaLumpur,3728,3733,9304,t7ECnvctujYP_Wz3UNQbWA,1,90.0,3.023883284595152,101.7592486346974,2014,3,4.6387386,2.6592479,0.012435936,0.0072420817,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
210485,Nigeria/Lagos,9111,9163,1101,4VurhQwEBR3nMQYG9VwaDQ,0,0.0,6.512724004898777,3.318396634425251,2021,6,4.6387386,2.499541,0.012435936,0.007288153,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
366198,UnitedStates/LosAngeles,12433,12528,8310,4RXMqdrg2qD3AAQjy2Eh2w,1,90.0,34.0348613886136,-118.1721712593385,2019,4,4.6387386,3.4977195,0.012435936,0.009251456,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
53978,Brazil/SaoPaulo,3123,3130,9287,wHGxcujW4mW3yhr0fBp0xA,2,180.0,-23.47016156010869,-46.51416245367115,2016,2,4.6387386,2.505124,0.012435936,0.00637381,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
256035,Singapore/Singapore,3728,3762,4776,OPyWnS0c-pJZcojbkNROGw,2,180.0,1.373719649143549,103.971971321008,2023,1,4.6387386,3.0291746,0.012435936,0.009358153,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
281570,SouthAfrica/Johannesburg,3820,3875,2056,F0UV-GcAp7JzIEteCpNF-A,2,180.0,-26.27357700853482,28.11519661937019,2014,12,4.6387386,2.458679,0.012435936,0.006824953,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
184211,Mexico/MexicoCity,8236,8260,9882,iLeJy_ozKSREHinLcTjrfQ,0,0.0,19.39791514827281,-99.01874197778976,2023,3,4.6387386,2.9603674,0.012435936,0.0078484975,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
176488,Mexico/MexicoCity,513,514,393,UG1bnWC5N_C0I9n896E48A,2,180.0,19.50029146957977,-99.02989279015378,2021,5,4.6387386,2.5615041,0.012435936,0.006512344,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
80071,China/HongKong,3702,3723,9679,Dbam9y0cea1p7QitmmWJXQ,0,0.0,22.29916012535852,114.2334210424971,2016,12,4.6387386,2.6166098,0.012435936,0.007189998,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
25243,Australia/Sydney,12446,12509,6252,S7Rs98RVBcdFmWYz4BdGLw,3,270.0,-33.74502648367177,150.8151208937486,2007,12,4.6387386,2.7099264,0.012435936,0.007192327,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
171284,Malaysia/KualaLumpur,8066,8090,4659,jVhi_t0zeVgqUb90TRiE_A,0,0.0,3.154009050236184,101.6152874758989,2019,9,4.6387386,2.3621976,0.012435936,0.008275352,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
204067,Nigeria/Lagos,2693,2710,2937,AY9uCerzzukGFHzT8I5khg,0,0.0,6.460839581416253,3.3643013741025,2019,11,4.6387386,2.7386358,0.012435936,0.0075095505,1995,0.16836734,F057,F058,streetlight illumination,shaded alley
27573,Austria/Vienna,2039,2058,8485,uPu_SR7bliLaiFYsfaWL4Q,3,270.0,48.22458568240968,16.33839033427924,2021,12,4.602051,1.9961306,0.06384728,0.02774936,184,0.19387755,F002,F062,shaded patches,shaded alley
173302,Malaysia/KualaLumpur,10084,10114,2908,1AUmJoTw9pYZu2wNe4QlAw,2,180.0,3.007316497330069,101.5411094396788,2019,8,4.526604,2.6507704,0.0126725305,0.008582546,1351,0.11734694,F027,F029,car_top_heat,electric_bike_parking
14909,Australia/Sydney,2112,2122,1333,5gEbUEtlPv4IGhM1CJrJag,2,180.0,-33.95801598454066,151.0976751078063,2021,10,4.526604,3.0004094,0.0126725305,0.007986624,1351,0.11734694,F027,F029,car_top_heat,electric_bike_parking
215572,Peru/Lima,1462,1473,8813,RGLwG5-2rCHUfJmCW9bkLQ,0,0.0,-12.09003097780399,-77.02723870656182,2024,10,4.526604,2.3043568,0.0126725305,0.0069389925,1351,0.11734694,F027,F029,car_top_heat,electric_bike_parking
271085,SouthAfrica/CapeTown,6097,6113,660,oVn0d9GvEL-zQZL5zDrS2A,3,270.0,-33.84670064020177,18.6500297391153,2022,11,4.526604,2.900973,0.0126725305,0.008588477,1351,0.11734694,F027,F029,car_top_heat,electric_bike_parking
308500,Taiwan/Taipei,5498,5547,4813,yOIXVt9CKTql05XIa_SOBA,2,180.0,25.10980364861817,121.4951158570221,2018,12,4.526604,2.900973,0.0126725305,0.007735794,1351,0.11734694,F027,F029,car_top_heat,electric_bike_parking
