source,target,relation,score,support,q_value
499,933,coactivates_with,64.779008,2555,0.0
94,719,coactivates_with,64.768523,844,0.0
492,529,coactivates_with,64.70531,4753,0.0
378,765,coactivates_with,64.68259,4221,0.0
273,401,coactivates_with,64.640858,3422,0.0
344,943,coactivates_with,64.624615,9182,0.0
268,839,coactivates_with,64.616707,903,0.0
194,430,coactivates_with,64.545372,386,0.0
182,472,coactivates_with,64.499461,801,0.0
124,1018,coactivates_with,64.494742,24402,0.0
203,596,coactivates_with,64.432338,1265,0.0
296,522,coactivates_with,64.426035,4040,0.0
170,194,coactivates_with,64.425843,371,0.0
347,976,coactivates_with,64.422094,416,0.0
314,709,coactivates_with,64.418665,1447,0.0
570,867,coactivates_with,64.32953,3353,0.0
156,289,coactivates_with,64.312789,5755,0.0
203,900,coactivates_with,64.289242,523,0.0
296,583,coactivates_with,64.259937,2988,0.0
331,891,coactivates_with,64.249089,2768,0.0
390,923,coactivates_with,64.237896,2491,0.0
541,700,coactivates_with,64.207925,6818,0.0
286,961,coactivates_with,64.18215,1452,0.0
882,891,coactivates_with,64.169606,3378,0.0
230,394,coactivates_with,64.143918,614,0.0
238,1002,coactivates_with,64.058022,1052,0.0
434,942,coactivates_with,64.027829,1265,0.0
846,954,coactivates_with,64.009223,11658,0.0
182,614,coactivates_with,63.961227,1198,0.0
423,539,coactivates_with,63.909221,2214,0.0
583,823,coactivates_with,63.821311,4213,0.0
416,458,coactivates_with,63.797918,648,0.0
175,369,coactivates_with,63.774244,1733,0.0
775,958,coactivates_with,63.703991,11874,0.0
157,844,coactivates_with,63.69984,1891,0.0
309,574,coactivates_with,63.682805,3999,0.0
87,772,coactivates_with,63.65199,2742,0.0
458,530,coactivates_with,63.618083,337,0.0
571,602,coactivates_with,63.608186,13532,0.0
194,640,coactivates_with,63.581788,1260,0.0
473,947,coactivates_with,63.560359,28,1.5469443415662026e-39
243,837,coactivates_with,63.521045,9830,0.0
638,874,coactivates_with,63.472616,8446,0.0
530,878,coactivates_with,63.472493,168,1.650255454268337e-234
797,937,coactivates_with,63.456044,1110,0.0
596,923,coactivates_with,63.446233,2732,0.0
432,493,coactivates_with,63.443358,8374,0.0
486,683,coactivates_with,63.382229,2123,0.0
450,735,coactivates_with,63.36994,462,0.0
12,499,coactivates_with,63.35976,1530,0.0
203,669,coactivates_with,63.351567,1122,0.0
0,146,coactivates_with,63.345195,2581,0.0
29,91,coactivates_with,63.338004,5206,0.0
380,683,coactivates_with,63.25197,890,0.0
827,1002,coactivates_with,63.224834,546,0.0
717,907,coactivates_with,63.135915,916,0.0
146,772,coactivates_with,62.963517,5117,0.0
81,827,coactivates_with,62.931155,447,0.0
69,332,coactivates_with,62.921741,892,0.0
6,586,coactivates_with,62.915583,1433,0.0
56,102,coactivates_with,62.893697,4274,0.0
6,462,coactivates_with,62.863361,646,0.0
523,631,coactivates_with,62.82845,1592,0.0
203,369,coactivates_with,62.794752,737,0.0
88,605,coactivates_with,62.773333,8048,0.0
773,1007,coactivates_with,62.765774,663,0.0
380,823,coactivates_with,62.761717,2022,0.0
455,616,coactivates_with,62.742247,4534,0.0
296,446,coactivates_with,62.703178,2145,0.0
584,892,coactivates_with,62.654471,425,0.0
182,740,coactivates_with,62.651106,863,0.0
81,490,coactivates_with,62.609691,1439,0.0
382,591,coactivates_with,62.604666,3762,0.0
331,797,coactivates_with,62.591688,1798,0.0
339,490,coactivates_with,62.517287,1181,0.0
250,749,coactivates_with,62.516798,1567,0.0
588,886,coactivates_with,62.502036,3618,0.0
194,512,coactivates_with,62.489093,233,0.0
486,899,coactivates_with,62.442787,1275,0.0
184,1003,coactivates_with,62.442144,1056,0.0
24,908,coactivates_with,62.408602,4438,0.0
161,593,coactivates_with,62.400413,3601,0.0
390,553,coactivates_with,62.397604,1831,0.0
900,942,coactivates_with,62.361373,1311,0.0
910,920,coactivates_with,62.313071,796,0.0
524,926,coactivates_with,62.281965,240,0.0
296,930,coactivates_with,62.273395,2081,0.0
512,601,coactivates_with,62.266302,1313,0.0
69,296,coactivates_with,62.254649,1393,0.0
58,869,coactivates_with,62.238706,5627,0.0
227,530,coactivates_with,62.232882,177,1.291946612400643e-245
605,891,coactivates_with,62.219748,5517,0.0
0,561,coactivates_with,62.175791,428,0.0
114,900,coactivates_with,62.173225,1359,0.0
68,505,coactivates_with,62.112024,2382,0.0
326,941,coactivates_with,62.097169,8190,0.0
47,851,coactivates_with,62.079486,286,0.0
197,312,coactivates_with,62.041946,1799,0.0
31,814,coactivates_with,62.019792,1235,0.0
253,725,coactivates_with,61.991812,545,0.0
204,574,coactivates_with,61.991338,1941,0.0
311,321,coactivates_with,61.972166,280,0.0
434,910,coactivates_with,61.969808,410,0.0
41,908,coactivates_with,61.964028,7078,0.0
586,823,coactivates_with,61.959227,4501,0.0
4,850,coactivates_with,61.947362,4089,0.0
245,669,coactivates_with,61.929972,1484,0.0
15,882,coactivates_with,61.929733,2559,0.0
290,423,coactivates_with,61.787285,649,0.0
254,286,coactivates_with,61.785169,1490,0.0
234,474,coactivates_with,61.702065,6098,0.0
227,629,coactivates_with,61.665836,1298,0.0
583,812,coactivates_with,61.639394,1338,0.0
591,616,coactivates_with,61.617459,5872,0.0
812,930,coactivates_with,61.602225,961,0.0
522,942,coactivates_with,61.576507,2937,0.0
80,865,coactivates_with,61.515207,3010,0.0
268,772,coactivates_with,61.439522,2414,0.0
523,616,coactivates_with,61.42187,6329,0.0
841,904,coactivates_with,61.359624,5983,0.0
889,942,coactivates_with,61.257883,611,0.0
36,439,coactivates_with,61.254952,6462,0.0
412,458,coactivates_with,61.221732,502,0.0
274,900,coactivates_with,61.205763,987,0.0
669,969,coactivates_with,61.10149,1880,0.0
236,954,coactivates_with,61.098306,9802,0.0
586,930,coactivates_with,61.091461,1550,0.0
81,311,coactivates_with,61.032347,355,0.0
87,268,coactivates_with,61.006623,3061,0.0
87,930,coactivates_with,60.978401,1841,0.0
15,757,coactivates_with,60.975576,824,0.0
823,923,coactivates_with,60.938916,3764,0.0
170,532,coactivates_with,60.921786,230,8.0699284e-317
177,486,coactivates_with,60.885639,2821,0.0
827,854,coactivates_with,60.865297,697,0.0
87,969,coactivates_with,60.86242,1895,0.0
735,1002,coactivates_with,60.855489,317,0.0
364,580,coactivates_with,60.78176,7319,0.0
254,631,coactivates_with,60.732204,1615,0.0
565,923,coactivates_with,60.729167,2324,0.0
189,294,coactivates_with,60.687807,1199,0.0
430,740,coactivates_with,60.669986,461,0.0
629,847,coactivates_with,60.612478,2252,0.0
227,926,coactivates_with,60.511477,219,3.571112870170442e-301
314,586,coactivates_with,60.498528,2956,0.0
9,273,coactivates_with,60.492881,1026,0.0
149,465,coactivates_with,60.489275,9844,0.0
429,923,coactivates_with,60.470514,2855,0.0
429,975,coactivates_with,60.461296,2894,0.0
370,385,coactivates_with,60.41872,10792,0.0
6,146,coactivates_with,60.393719,3088,0.0
146,920,coactivates_with,60.330222,5157,0.0
749,763,coactivates_with,60.328572,13295,0.0
199,1021,coactivates_with,60.318383,2792,0.0
108,557,coactivates_with,60.302994,2482,0.0
0,486,coactivates_with,60.225328,1154,0.0
614,926,coactivates_with,60.200133,321,0.0
478,779,coactivates_with,60.184835,1672,0.0
645,1021,coactivates_with,60.144038,2634,0.0
360,1018,coactivates_with,60.137711,11883,0.0
492,921,coactivates_with,60.123768,4600,0.0
0,899,coactivates_with,60.095814,543,0.0
222,593,coactivates_with,60.072597,6806,0.0
661,827,coactivates_with,60.010074,1249,0.0
82,317,coactivates_with,60.00246,2682,0.0
599,812,coactivates_with,59.987923,1343,0.0
314,947,coactivates_with,59.987237,351,0.0
134,511,coactivates_with,59.967148,15374,0.0
39,265,coactivates_with,59.952097,7806,0.0
411,949,coactivates_with,59.939456,5929,0.0
203,942,coactivates_with,59.912613,904,0.0
69,800,coactivates_with,59.86988,1280,0.0
268,355,coactivates_with,59.842307,1434,0.0
101,662,coactivates_with,59.80754,4658,0.0
182,216,coactivates_with,59.696291,461,0.0
369,814,coactivates_with,59.610875,1070,0.0
253,654,coactivates_with,59.543986,1616,0.0
522,823,coactivates_with,59.48981,5296,0.0
101,262,coactivates_with,59.470134,3579,0.0
377,686,coactivates_with,59.391927,3252,0.0
355,429,coactivates_with,59.385163,1874,0.0
280,658,coactivates_with,59.35793,112,1.020808907479023e-153
70,708,coactivates_with,59.316702,2431,0.0
318,546,coactivates_with,59.287024,924,0.0
162,386,coactivates_with,59.240786,23327,0.0
625,851,coactivates_with,59.203295,655,0.0
437,552,coactivates_with,59.173145,3424,0.0
216,937,coactivates_with,59.171455,335,0.0
9,900,coactivates_with,59.146304,499,0.0
83,757,coactivates_with,59.108972,810,0.0
24,521,coactivates_with,59.108964,10691,0.0
530,1007,coactivates_with,59.021547,353,0.0
184,332,coactivates_with,59.020163,1872,0.0
475,978,coactivates_with,59.009225,17177,0.0
591,902,coactivates_with,58.885259,1451,0.0
155,919,coactivates_with,58.870821,240,0.0
792,960,coactivates_with,58.802425,2874,0.0
276,933,coactivates_with,58.700328,778,0.0
87,167,coactivates_with,58.677132,1338,0.0
146,814,coactivates_with,58.673367,3034,0.0
382,455,coactivates_with,58.572977,2669,0.0
113,462,coactivates_with,58.551839,663,0.0
144,927,coactivates_with,58.521081,38756,0.0
31,942,coactivates_with,58.459918,1967,0.0
15,177,coactivates_with,58.458267,2563,0.0
208,265,coactivates_with,58.454754,21851,0.0
65,157,coactivates_with,58.412758,1634,0.0
128,1022,coactivates_with,58.391742,3070,0.0
270,319,coactivates_with,58.372282,3068,0.0
790,907,coactivates_with,58.359841,2652,0.0
586,599,coactivates_with,58.333512,2124,0.0
146,583,coactivates_with,58.319051,4622,0.0
772,823,coactivates_with,58.308845,3947,0.0
779,844,coactivates_with,58.267792,1635,0.0
664,761,coactivates_with,58.265174,2834,0.0
184,899,coactivates_with,58.184351,1101,0.0
93,475,coactivates_with,58.160239,8221,0.0
437,683,coactivates_with,58.119378,2022,0.0
460,827,coactivates_with,58.113956,1266,0.0
423,953,coactivates_with,58.072932,2198,0.0
596,800,coactivates_with,58.0548,3700,0.0
321,445,coactivates_with,57.972779,336,0.0
467,541,coactivates_with,57.971973,10888,0.0
719,827,coactivates_with,57.899769,1343,0.0
65,348,coactivates_with,57.897499,1682,0.0
146,823,coactivates_with,57.89185,9441,0.0
286,313,coactivates_with,57.874769,3880,0.0
332,464,coactivates_with,57.804344,2794,0.0
654,844,coactivates_with,57.785379,2110,0.0
167,553,coactivates_with,57.747003,712,0.0
292,318,coactivates_with,57.732109,762,0.0
757,851,coactivates_with,57.722785,213,2.586914782475756e-288
409,541,coactivates_with,57.702575,6181,0.0
292,416,coactivates_with,57.690428,709,0.0
146,561,coactivates_with,57.651186,1907,0.0
581,709,coactivates_with,57.619985,868,0.0
683,889,coactivates_with,57.559964,468,0.0
437,472,coactivates_with,57.55709,1083,0.0
148,421,coactivates_with,57.556562,8329,0.0
6,814,coactivates_with,57.538066,777,0.0
216,464,coactivates_with,57.514629,915,0.0
146,900,coactivates_with,57.50581,2709,0.0
841,864,coactivates_with,57.431129,2963,0.0
372,583,coactivates_with,57.429298,1071,0.0
113,964,coactivates_with,57.395316,256,0.0
253,347,coactivates_with,57.389791,141,4.233738497889175e-191
24,41,coactivates_with,57.318046,8722,0.0
485,909,coactivates_with,57.314809,195,9.199583740470616e-264
797,905,coactivates_with,57.306967,2483,0.0
382,862,coactivates_with,57.29655,1556,0.0
160,1011,coactivates_with,57.289715,1340,0.0
483,918,coactivates_with,57.239978,12164,0.0
588,604,coactivates_with,57.054833,5268,0.0
114,969,coactivates_with,57.016593,1554,0.0
462,772,coactivates_with,56.999866,931,0.0
102,904,coactivates_with,56.990696,3929,0.0
114,889,coactivates_with,56.98745,591,0.0
289,925,coactivates_with,56.96142,2088,0.0
339,533,coactivates_with,56.92918,351,0.0
187,513,coactivates_with,56.918851,7501,0.0
380,464,coactivates_with,56.911663,1462,0.0
553,683,coactivates_with,56.873467,1161,0.0
0,389,coactivates_with,56.840192,812,0.0
443,512,coactivates_with,56.816456,214,2.9684387186401724e-288
899,920,coactivates_with,56.816204,1077,0.0
177,669,coactivates_with,56.813688,2932,0.0
478,662,coactivates_with,56.80165,3661,0.0
56,136,coactivates_with,56.787132,20830,0.0
0,920,coactivates_with,56.777878,1010,0.0
211,382,coactivates_with,56.766475,4484,0.0
69,146,coactivates_with,56.741228,2164,0.0
299,878,coactivates_with,56.668256,814,0.0
437,866,coactivates_with,56.649249,944,0.0
327,583,coactivates_with,56.639946,4481,0.0
81,155,coactivates_with,56.621087,264,0.0
957,992,coactivates_with,56.590909,2324,0.0
216,825,coactivates_with,56.576541,389,0.0
390,772,coactivates_with,56.568446,2404,0.0
296,401,coactivates_with,56.530919,3630,0.0
434,975,coactivates_with,56.529929,961,0.0
128,349,coactivates_with,56.529812,607,0.0
322,905,coactivates_with,56.520308,2680,0.0
146,274,coactivates_with,56.51817,3788,0.0
772,923,coactivates_with,56.496146,1739,0.0
112,757,coactivates_with,56.477525,339,0.0
296,825,coactivates_with,56.410684,1860,0.0
401,930,coactivates_with,56.409487,1796,0.0
87,596,coactivates_with,56.402922,3399,0.0
296,823,coactivates_with,56.396294,5396,0.0
245,729,coactivates_with,56.367114,653,0.0
197,646,coactivates_with,56.349572,575,0.0
50,651,coactivates_with,56.29857,5070,0.0
25,851,coactivates_with,56.294755,126,3.568569198484005e-169
65,487,coactivates_with,56.291754,2168,0.0
322,332,coactivates_with,56.266856,1694,0.0
101,451,coactivates_with,56.234727,703,0.0
369,923,coactivates_with,56.212924,1447,0.0
669,889,coactivates_with,56.203239,658,0.0
285,931,coactivates_with,56.156293,16908,0.0
755,954,coactivates_with,56.152345,6109,0.0
658,789,coactivates_with,56.135437,68,1.2099259432139897e-91
434,800,coactivates_with,56.127546,1393,0.0
286,862,coactivates_with,56.119562,539,0.0
521,869,coactivates_with,56.117628,11636,0.0
861,895,coactivates_with,56.116015,3402,0.0
102,448,coactivates_with,56.101014,250,0.0
429,606,coactivates_with,56.066151,4606,0.0
204,410,coactivates_with,56.048279,2213,0.0
216,390,coactivates_with,56.043671,702,0.0
124,853,coactivates_with,56.003242,18970,0.0
231,252,coactivates_with,55.967222,713,0.0
501,571,coactivates_with,55.963421,7192,0.0
177,437,coactivates_with,55.959063,2693,0.0
101,356,coactivates_with,55.947639,702,0.0
365,549,coactivates_with,55.931279,1622,0.0
234,348,coactivates_with,55.92829,3204,0.0
377,543,coactivates_with,55.923059,3271,0.0
381,486,coactivates_with,55.92029,786,0.0
10,41,coactivates_with,55.912925,11869,0.0
369,486,coactivates_with,55.910607,1787,0.0
231,930,coactivates_with,55.860301,529,0.0
17,49,coactivates_with,55.856457,1003,0.0
161,273,coactivates_with,55.852397,1605,0.0
552,565,coactivates_with,55.846282,3414,0.0
327,605,coactivates_with,55.845126,8719,0.0
252,923,coactivates_with,55.822411,1620,0.0
146,923,coactivates_with,55.814467,4139,0.0
599,923,coactivates_with,55.783285,1727,0.0
156,588,coactivates_with,55.777722,5467,0.0
882,920,coactivates_with,55.748891,2260,0.0
605,685,coactivates_with,55.677091,7008,0.0
47,942,coactivates_with,55.676384,942,0.0
390,930,coactivates_with,55.667539,1658,0.0
187,1022,coactivates_with,55.666599,9113,0.0
157,253,coactivates_with,55.609939,1227,0.0
203,969,coactivates_with,55.600926,564,0.0
252,462,coactivates_with,55.521936,855,0.0
445,638,coactivates_with,55.509155,3250,0.0
167,231,coactivates_with,55.504555,397,0.0
945,966,coactivates_with,55.487321,6774,0.0
724,784,coactivates_with,55.485397,11202,0.0
178,757,coactivates_with,55.47118,301,0.0
423,458,coactivates_with,55.458525,1695,0.0
356,879,coactivates_with,55.434416,880,0.0
50,868,coactivates_with,55.384271,6504,0.0
639,850,coactivates_with,55.341801,2281,0.0
319,798,coactivates_with,55.335637,990,0.0
530,534,coactivates_with,55.332045,266,0.0
296,900,coactivates_with,55.320921,1529,0.0
541,850,coactivates_with,55.310603,8928,0.0
184,314,coactivates_with,55.288458,2643,0.0
583,683,coactivates_with,55.288266,1594,0.0
768,822,coactivates_with,55.258284,8970,0.0
95,909,coactivates_with,55.220953,833,0.0
16,603,coactivates_with,55.219477,308,0.0
15,81,coactivates_with,55.218673,689,0.0
581,757,coactivates_with,55.218345,630,0.0
156,344,coactivates_with,55.217602,9704,0.0
757,891,coactivates_with,55.18145,950,0.0
182,361,coactivates_with,55.175675,1996,0.0
482,493,coactivates_with,55.163208,4076,0.0
390,586,coactivates_with,55.145165,2515,0.0
581,797,coactivates_with,55.130934,1533,0.0
797,964,coactivates_with,55.127513,323,0.0
596,930,coactivates_with,55.12032,1823,0.0
6,87,coactivates_with,55.086511,1493,0.0
749,815,coactivates_with,55.078004,10727,0.0
296,923,coactivates_with,55.047306,2395,0.0
369,446,coactivates_with,54.991366,1113,0.0
94,498,coactivates_with,54.974081,156,8.014096016220616e-208
327,446,coactivates_with,54.945091,3198,0.0
0,552,coactivates_with,54.923673,1354,0.0
369,572,coactivates_with,54.888859,665,0.0
252,437,coactivates_with,54.880534,2054,0.0
683,910,coactivates_with,54.866968,584,0.0
72,382,coactivates_with,54.852903,5325,0.0
311,682,coactivates_with,54.851499,890,0.0
0,437,coactivates_with,54.81765,1091,0.0
273,449,coactivates_with,54.720191,3965,0.0
380,486,coactivates_with,54.700423,995,0.0
346,711,coactivates_with,54.699022,1524,0.0
182,430,coactivates_with,54.698504,614,0.0
401,486,coactivates_with,54.692317,2815,0.0
110,957,coactivates_with,54.689346,484,0.0
252,900,coactivates_with,54.6771,1008,0.0
586,975,coactivates_with,54.614,1829,0.0
322,891,coactivates_with,54.597558,2507,0.0
167,332,coactivates_with,54.594695,873,0.0
772,942,coactivates_with,54.511795,1977,0.0
621,955,coactivates_with,54.482245,2982,0.0
30,846,coactivates_with,54.445387,14141,0.0
87,522,coactivates_with,54.418347,3083,0.0
910,930,coactivates_with,54.395197,463,0.0
559,865,coactivates_with,54.378473,8285,0.0
113,797,coactivates_with,54.373228,1158,0.0
146,522,coactivates_with,54.369047,5811,0.0
0,772,coactivates_with,54.338678,919,0.0
24,528,coactivates_with,54.298686,3936,0.0
230,512,coactivates_with,54.295443,247,0.0
565,601,coactivates_with,54.279042,5327,0.0
230,430,coactivates_with,54.27391,396,0.0
564,921,coactivates_with,54.268812,465,0.0
7,90,coactivates_with,54.236906,2937,0.0
87,583,coactivates_with,54.154292,2275,0.0
389,812,coactivates_with,54.143837,1018,0.0
87,380,coactivates_with,54.139453,1110,0.0
50,976,coactivates_with,54.08709,4213,0.0
488,841,coactivates_with,54.062407,5096,0.0
366,710,coactivates_with,54.017111,7119,0.0
277,571,coactivates_with,54.004514,12400,0.0
344,500,coactivates_with,54.001877,5402,0.0
467,857,coactivates_with,53.995134,3184,0.0
616,631,coactivates_with,53.976431,2251,0.0
314,910,coactivates_with,53.868121,883,0.0
81,798,coactivates_with,53.851662,432,0.0
146,434,coactivates_with,53.848579,2384,0.0
184,882,coactivates_with,53.845249,2179,0.0
185,805,coactivates_with,53.794326,1343,0.0
39,208,coactivates_with,53.779834,8155,0.0
216,606,coactivates_with,53.779389,849,0.0
189,433,coactivates_with,53.777336,395,0.0
250,280,coactivates_with,53.747242,328,0.0
462,596,coactivates_with,53.743807,1228,0.0
726,841,coactivates_with,53.728203,1142,0.0
332,920,coactivates_with,53.723675,1707,0.0
80,242,coactivates_with,53.691981,1309,0.0
16,261,coactivates_with,53.666598,1383,0.0
182,719,coactivates_with,53.660474,1584,0.0
446,669,coactivates_with,53.598998,1637,0.0
855,904,coactivates_with,53.534355,9640,0.0
412,907,coactivates_with,53.511165,852,0.0
588,943,coactivates_with,53.507108,4240,0.0
522,553,coactivates_with,53.438861,1637,0.0
114,561,coactivates_with,53.425996,820,0.0
464,581,coactivates_with,53.422912,2610,0.0
252,812,coactivates_with,53.368828,1120,0.0
182,245,coactivates_with,53.362968,787,0.0
9,552,coactivates_with,53.357035,1132,0.0
155,957,coactivates_with,53.327486,418,0.0
146,969,coactivates_with,53.303054,3131,0.0
86,360,coactivates_with,53.294786,2798,0.0
314,670,coactivates_with,53.271998,826,0.0
553,923,coactivates_with,53.260526,1132,0.0
571,779,coactivates_with,53.249569,6619,0.0
565,670,coactivates_with,53.211464,760,0.0
87,920,coactivates_with,53.189488,2410,0.0
878,916,coactivates_with,53.150101,239,4.46495308e-315
332,851,coactivates_with,53.145947,470,0.0
54,152,coactivates_with,53.128422,2042,0.0
437,512,coactivates_with,53.092451,563,0.0
31,583,coactivates_with,53.080308,1620,0.0
500,547,coactivates_with,53.06673,2281,0.0
800,900,coactivates_with,52.975782,1399,0.0
522,910,coactivates_with,52.966284,846,0.0
462,583,coactivates_with,52.924732,843,0.0
274,942,coactivates_with,52.859158,1581,0.0
160,771,coactivates_with,52.779714,2022,0.0
369,910,coactivates_with,52.773396,536,0.0
56,368,coactivates_with,52.755829,16790,0.0
394,443,coactivates_with,52.74209,418,0.0
441,712,coactivates_with,52.721908,2518,0.0
292,346,coactivates_with,52.702342,1346,0.0
414,816,coactivates_with,52.691156,35636,0.0
814,823,coactivates_with,52.680961,2269,0.0
242,784,coactivates_with,52.678722,13077,0.0
433,539,coactivates_with,52.660102,1224,0.0
430,812,coactivates_with,52.639209,502,0.0
6,942,coactivates_with,52.634166,1201,0.0
543,855,coactivates_with,52.608334,3206,0.0
552,553,coactivates_with,52.602941,1786,0.0
276,733,coactivates_with,52.601288,1205,0.0
746,895,coactivates_with,52.578913,3092,0.0
124,360,coactivates_with,52.57489,11606,0.0
798,827,coactivates_with,52.571582,746,0.0
823,920,coactivates_with,52.543531,3741,0.0
348,580,coactivates_with,52.526367,3163,0.0
368,750,coactivates_with,52.48202,8853,0.0
184,920,coactivates_with,52.478212,1955,0.0
88,739,coactivates_with,52.454592,5388,0.0
184,891,coactivates_with,52.443863,2537,0.0
216,355,coactivates_with,52.440503,318,0.0
472,892,coactivates_with,52.439939,310,0.0
290,820,coactivates_with,52.426941,174,3.32821687361743e-228
36,91,coactivates_with,52.413876,1830,0.0
552,605,coactivates_with,52.392965,4958,0.0
437,900,coactivates_with,52.367248,1205,0.0
208,1009,coactivates_with,52.319315,20334,0.0
825,899,coactivates_with,52.316122,652,0.0
331,430,coactivates_with,52.314788,707,0.0
369,683,coactivates_with,52.297946,1293,0.0
466,796,coactivates_with,52.283592,6929,0.0
224,311,coactivates_with,52.224742,898,0.0
334,837,coactivates_with,52.199097,4599,0.0
294,725,coactivates_with,52.197064,1298,0.0
565,815,coactivates_with,52.185559,4439,0.0
784,992,coactivates_with,52.146513,21545,0.0
152,637,coactivates_with,52.140745,5817,0.0
58,237,coactivates_with,52.140018,11186,0.0
530,662,coactivates_with,52.115154,685,0.0
292,482,coactivates_with,52.092791,2870,0.0
595,610,coactivates_with,52.058728,5741,0.0
177,449,coactivates_with,52.002235,3920,0.0
31,146,coactivates_with,51.991177,3920,0.0
372,462,coactivates_with,51.947526,481,0.0
88,586,coactivates_with,51.935482,3713,0.0
81,157,coactivates_with,51.928608,618,0.0
866,905,coactivates_with,51.922527,1037,0.0
661,920,coactivates_with,51.909738,1862,0.0
6,123,coactivates_with,51.898117,4674,0.0
310,347,coactivates_with,51.88797,297,0.0
746,901,coactivates_with,51.874115,1464,0.0
390,661,coactivates_with,51.835046,2227,0.0
365,915,coactivates_with,51.808799,8666,0.0
529,745,coactivates_with,51.777421,1668,0.0
250,397,coactivates_with,51.774273,361,0.0
50,997,coactivates_with,51.769863,6354,0.0
268,1003,coactivates_with,51.75778,971,0.0
474,580,coactivates_with,51.721159,5373,0.0
475,853,coactivates_with,51.664078,12734,0.0
597,869,coactivates_with,51.653995,6225,0.0
862,961,coactivates_with,51.625927,1330,0.0
429,815,coactivates_with,51.617906,5417,0.0
227,532,coactivates_with,51.573426,229,6.123151373250813e-299
31,87,coactivates_with,51.569456,2061,0.0
25,878,coactivates_with,51.559314,178,2.670529144369428e-232
685,739,coactivates_with,51.555021,5199,0.0
961,962,coactivates_with,51.551827,725,0.0
137,430,coactivates_with,51.50811,354,0.0
216,611,coactivates_with,51.463709,268,0.0
387,925,coactivates_with,51.455346,258,0.0
522,669,coactivates_with,51.44205,2880,0.0
395,617,coactivates_with,51.425107,3160,0.0
9,314,coactivates_with,51.414848,1010,0.0
274,823,coactivates_with,51.392817,2869,0.0
314,369,coactivates_with,51.319649,1954,0.0
450,670,coactivates_with,51.300713,346,0.0
746,869,coactivates_with,51.238842,2048,0.0
773,1010,coactivates_with,51.212343,371,0.0
416,717,coactivates_with,51.185897,141,1.6815176068636076e-183
401,969,coactivates_with,51.164986,1680,0.0
15,581,coactivates_with,51.137766,1674,0.0
250,451,coactivates_with,51.115207,162,1.0223653985293784e-210
825,851,coactivates_with,51.105409,349,0.0
409,850,coactivates_with,51.104815,2483,0.0
87,683,coactivates_with,51.094367,1929,0.0
450,851,coactivates_with,51.054629,296,0.0
355,553,coactivates_with,51.034967,725,0.0
182,238,coactivates_with,51.006799,1551,0.0
112,155,coactivates_with,50.968376,328,0.0
389,434,coactivates_with,50.894274,790,0.0
4,639,coactivates_with,50.88882,1891,0.0
250,763,coactivates_with,50.869885,1028,0.0
231,889,coactivates_with,50.859098,189,1.890736941176689e-245
446,942,coactivates_with,50.845575,1323,0.0
149,759,coactivates_with,50.822886,23246,0.0
262,625,coactivates_with,50.776633,3325,0.0
796,857,coactivates_with,50.773937,3223,0.0
167,923,coactivates_with,50.756654,827,0.0
414,517,coactivates_with,50.747837,6451,0.0
88,839,coactivates_with,50.68729,1201,0.0
2,570,coactivates_with,50.665642,5088,0.0
113,891,coactivates_with,50.655777,1618,0.0
170,394,coactivates_with,50.624049,396,0.0
87,823,coactivates_with,50.599845,4374,0.0
91,644,coactivates_with,50.599076,1946,0.0
80,232,coactivates_with,50.593853,1496,0.0
30,558,coactivates_with,50.57551,13821,0.0
462,889,coactivates_with,50.534383,227,2.584325766096311e-294
86,902,coactivates_with,50.532941,832,0.0
157,533,coactivates_with,50.512049,1123,0.0
848,931,coactivates_with,50.512001,2978,0.0
369,975,coactivates_with,50.503843,1318,0.0
355,434,coactivates_with,50.50111,566,0.0
318,798,coactivates_with,50.481381,420,0.0
80,957,coactivates_with,50.476562,566,0.0
561,923,coactivates_with,50.445254,632,0.0
204,801,coactivates_with,50.43939,2573,0.0
87,274,coactivates_with,50.413248,1791,0.0
184,797,coactivates_with,50.41048,1626,0.0
486,930,coactivates_with,50.400255,1350,0.0
101,940,coactivates_with,50.38427,3838,0.0
135,966,coactivates_with,50.383403,1955,0.0
920,1003,coactivates_with,50.350125,853,0.0
355,437,coactivates_with,50.349581,1219,0.0
429,812,coactivates_with,50.348842,1719,0.0
889,1003,coactivates_with,50.341844,223,9.627576572581144e-289
740,892,coactivates_with,50.327899,330,0.0
88,930,coactivates_with,50.31185,2349,0.0
111,1005,coactivates_with,50.304308,7609,0.0
770,917,coactivates_with,50.303261,2874,0.0
652,1005,coactivates_with,50.286261,3662,0.0
180,286,coactivates_with,50.258604,945,0.0
648,941,coactivates_with,50.250871,4911,0.0
252,390,coactivates_with,50.240956,2013,0.0
294,539,coactivates_with,50.223849,3140,0.0
638,953,coactivates_with,50.221758,5133,0.0
36,262,coactivates_with,50.211241,2333,0.0
65,346,coactivates_with,50.207463,951,0.0
123,930,coactivates_with,50.197883,5036,0.0
865,929,coactivates_with,50.162675,3371,0.0
517,1013,coactivates_with,50.154601,9990,0.0
139,294,coactivates_with,50.133161,2266,0.0
228,861,coactivates_with,50.121635,2044,0.0
128,778,coactivates_with,50.116109,1233,0.0
87,553,coactivates_with,50.058636,1489,0.0
854,1002,coactivates_with,50.057967,394,0.0
321,757,coactivates_with,50.028434,169,2.958973707657897e-218
294,453,coactivates_with,50.023444,6882,0.0
