unit_id,city,n_road_nodes,n_panos,road_length_m,dominant_basis_id,activation_entropy,mean_within_activation_variance,mean_boundary_contrast,unit_confidence,centroid_lat,centroid_lon,top_basis_ids,top_basis_weights,stability_score
unit_004870,HongKong,8,9,176.3,18,2.5743,1e-05,0.13189,0.5329,22.351236,114.138639,18|31|27|7|23,0.0802|0.0795|0.0713|0.0692|0.0633,
unit_004871,HongKong,7,7,151.1,21,2.4649,0.0,0.05802,0.5145,22.349872,114.139617,21|22|23|31|2,0.1052|0.0939|0.0908|0.0683|0.0581,
unit_004874,HongKong,8,8,182.4,27,2.5292,0.0,0.0,0.5,22.349108,114.131369,27|31|10|1|7,0.0923|0.0859|0.0738|0.0569|0.0565,
unit_004875,HongKong,3,3,53.2,18,2.4194,0.0,0.0,0.5,22.334406,114.134718,18|16|10|31|21,0.1067|0.0870|0.0642|0.0587|0.0546,
unit_004876,HongKong,18,18,365.0,18,2.2843,0.0,0.0,0.5,22.337537,114.132591,18|21|3|13|2,0.1121|0.0608|0.0515|0.0500|0.0427,
unit_004877,HongKong,12,23,276.3,18,2.4324,0.00011,0.0,0.5,22.342001,114.129906,18|2|16|21|1,0.1047|0.0838|0.0718|0.0580|0.0516,
unit_004878,HongKong,6,7,125.6,18,2.1977,0.0,0.07865,0.5197,22.343882,114.126871,18|14|2|16|1,0.1033|0.1014|0.0710|0.0627|0.0378,
unit_004879,HongKong,5,8,100.5,16,2.4106,1e-05,0.08769,0.5219,22.344602,114.125864,16|1|2|3|18,0.0893|0.0787|0.0775|0.0583|0.0441,
unit_004880,HongKong,6,7,128.4,18,2.2116,0.0,0.0976,0.5244,22.343788,114.126764,18|14|2|16|1,0.1025|0.1006|0.0720|0.0643|0.0396,
unit_004881,HongKong,6,8,128.4,16,2.4119,0.0,0.12159,0.5304,22.344536,114.125609,16|1|2|3|18,0.0890|0.0793|0.0769|0.0585|0.0412,
unit_004882,HongKong,14,26,279.3,18,2.3852,3e-05,0.0,0.5,22.349161,114.087173,18|21|3|16|23,0.1214|0.0817|0.0585|0.0483|0.0472,
unit_004883,HongKong,8,8,177.7,18,2.3338,0.0,0.0,0.5,22.351941,114.086277,18|2|21|14|3,0.1532|0.0746|0.0644|0.0579|0.0399,
unit_004884,HongKong,3,3,51.8,16,2.1896,0.0,0.0,0.5,22.286953,114.154581,16|1|18|2|21,0.0931|0.0862|0.0776|0.0562|0.0502,
unit_004886,HongKong,16,16,385.1,22,2.2677,2e-05,0.0,0.5,22.314822,114.037093,22|21|3|31|1,0.1084|0.1079|0.0878|0.0589|0.0547,
unit_004887,HongKong,8,8,176.9,22,2.4347,0.0,0.10059,0.5251,22.236343,113.962242,22|21|31|7|16,0.1492|0.0925|0.0907|0.0663|0.0582,
unit_004888,HongKong,8,8,185.2,31,2.277,0.0,0.0,0.5,22.293423,113.941965,31|3|1|18|2,0.0774|0.0763|0.0665|0.0621|0.0589,
unit_004889,HongKong,19,21,409.0,18,2.5241,5e-05,0.0,0.5,22.290567,113.950754,18|31|16|3|1,0.0992|0.0754|0.0732|0.0695|0.0517,
unit_004890,HongKong,12,14,277.6,14,2.3838,0.0001,0.0,0.5,22.289475,113.947647,14|18|16|2|23,0.1019|0.0879|0.0705|0.0679|0.0408,
unit_004891,HongKong,7,7,151.4,16,2.5011,0.0,0.0,0.5,22.28976,113.943266,16|22|1|10|27,0.0922|0.0736|0.0649|0.0588|0.0489,
unit_004892,HongKong,15,20,350.8,18,2.5064,3e-05,0.35452,0.5877,22.29484,113.937301,18|3|21|2|16,0.1408|0.0633|0.0629|0.0520|0.0500,
unit_004893,HongKong,8,8,175.4,13,2.369,0.0,0.35452,0.5877,22.296303,113.93745,13|16|21|7|31,0.1102|0.0774|0.0729|0.0620|0.0542,
unit_004895,HongKong,5,5,100.2,21,2.333,0.0,0.0,0.5,22.303274,113.937515,21|3|18|10|2,0.0987|0.0832|0.0747|0.0740|0.0486,
unit_004896,HongKong,3,4,51.2,13,2.3901,0.0,0.10667,0.5266,22.296072,113.936616,13|16|21|7|10,0.1097|0.0781|0.0742|0.0623|0.0553,
unit_004897,HongKong,10,17,230.2,18,2.517,4e-05,0.10667,0.5266,22.294781,113.937373,18|21|3|2|10,0.1371|0.0646|0.0639|0.0550|0.0525,
unit_004898,HongKong,8,8,179.1,18,2.3277,0.0,0.0,0.5,22.292938,113.938747,18|21|10|23|16,0.1733|0.0564|0.0553|0.0460|0.0433,
unit_004899,HongKong,4,5,79.0,18,2.4221,0.0,0.06789,0.517,22.29991,113.93503,18|16|31|3|21,0.1431|0.0898|0.0642|0.0433|0.0433,
unit_004900,HongKong,8,8,175.7,18,2.4627,2e-05,0.06827,0.5171,22.305129,113.936662,18|21|10|2|3,0.0916|0.0888|0.0728|0.0700|0.0654,
unit_004901,HongKong,26,44,581.6,21,2.4401,2e-05,0.0,0.5,22.3046,113.937427,21|18|10|3|2,0.0939|0.0903|0.0742|0.0728|0.0653,
unit_004903,HongKong,8,11,177.2,18,2.2072,0.0,0.0,0.5,22.313342,113.942554,18|16|2|10|13,0.1033|0.0804|0.0802|0.0515|0.0482,
