cluster_id,parent_cluster_id,member_dimensions,medoid_dimension,cluster_size,mean_split_sample_jaccard,representative_images,representative_activation_maps
F020,C013,"[24, 66, 158, 221, 388, 389, 466]",388,7,0.6375811696052551,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_01_Japan__Osaka_12488.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_02_Thailand__Bangkok_11346.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_03_Taiwan__Taipei_09799.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_04_India__NewDelhi_10469.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_05_China__HongKong_02062.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_06_Japan__Osaka_09080.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_07_Japan__Osaka_11150.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_08_China__HongKong_09825.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_09_Japan__Osaka_12703.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/rank_10_SouthKorea__Seoul_02757.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_388/contact_sheet.jpg
F040,C013,"[63, 117, 166, 209, 252, 280, 314, 370, 403, 474, 478, 480, 491, 494, 499, 506]",280,16,0.45202022790908813,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_01_France__Paris_03830.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_02_Russia__Moscow_09163.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_03_Argentina__BuenosAires_03254.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_04_Brazil__SaoPaulo_06127.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_05_Turkey__Istanbul_08490.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_06_Austria__Vienna_06519.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_07_Argentina__BuenosAires_00107.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_08_India__NewDelhi_01638.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_09_France__Paris_08462.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/rank_10_China__HongKong_09316.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_280/contact_sheet.jpg
F063,C013,"[416, 446]",416,2,0.11488095670938492,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_01_Indonesia__Jakarta_02872.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_02_Austria__Vienna_02029.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_03_India__NewDelhi_08571.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_04_Philippines__Manila_03352.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_05_Taiwan__Taipei_02242.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_06_Taiwan__Taipei_10704.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_07_Mexico__MexicoCity_01879.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_08_Bangladesh__Dhaka_12283.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_09_Turkey__Istanbul_06084.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/rank_10_Turkey__Istanbul_05510.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_416/contact_sheet.jpg
F015,C014,"[17, 126, 176, 190, 256, 324, 334, 397, 398, 399, 401, 496]",398,12,0.8839921951293945,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_01_SouthKorea__Seoul_00459.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_02_China__HongKong_03241.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_03_Netherlands__Amsterdam_00004.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_04_Russia__Moscow_03127.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_05_Russia__Moscow_03873.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_06_Taiwan__Taipei_00876.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_07_SouthKorea__Seoul_05651.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_08_China__HongKong_01527.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_09_France__Paris_07192.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/rank_10_Austria__Vienna_11656.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_398/contact_sheet.jpg
F055,C014,"[125, 194, 328, 352, 378]",352,5,0.8571428060531616,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_01_Argentina__BuenosAires_10820.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_02_Argentina__BuenosAires_12031.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_03_Canada__Toronto_06761.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_04_UnitedStates__NewYorkCity_03693.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_05_SouthKorea__Seoul_08793.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_06_Brazil__SaoPaulo_00924.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_07_France__Paris_11766.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_08_Singapore__Singapore_07358.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_09_SouthKorea__Seoul_11662.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/rank_10_Netherlands__Amsterdam_03453.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_352/contact_sheet.jpg
F061,C014,"[273, 362, 375, 420, 432]",420,5,0.8258823156356812,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_01_UnitedStates__NewYorkCity_04553.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_02_UnitedStates__NewYorkCity_07574.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_03_UnitedStates__NewYorkCity_02137.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_04_UnitedStates__LosAngeles_04682.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_05_UnitedStates__LosAngeles_02552.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_06_UnitedStates__LosAngeles_03182.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_07_SouthAfrica__Johannesburg_05547.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_08_Netherlands__Amsterdam_00006.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_09_SouthKorea__Seoul_02505.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/rank_10_UnitedStates__LosAngeles_07690.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_420/contact_sheet.jpg
F016,C015,"[19, 140, 296, 317, 369, 422]",369,6,0.3196994364261627,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_01_Japan__Osaka_11383.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_02_Austria__Vienna_01282.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_03_China__HongKong_01589.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_04_Japan__Osaka_00777.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_05_China__HongKong_05357.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_06_Austria__Vienna_10846.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_07_Japan__Osaka_04397.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_08_China__HongKong_05137.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_09_China__HongKong_09645.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/rank_10_SouthKorea__Seoul_08189.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_369/contact_sheet.jpg
F043,C015,"[70, 76, 113, 133, 191, 376, 444, 498]",498,8,0.7320646047592163,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_01_India__NewDelhi_11471.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_02_France__Paris_05175.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_03_India__NewDelhi_06416.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_04_Austria__Vienna_05985.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_05_Nigeria__Lagos_02254.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_06_Indonesia__Jakarta_01748.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_07_Netherlands__Amsterdam_08730.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_08_Malaysia__KualaLumpur_11901.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_09_India__NewDelhi_06717.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/rank_10_Turkey__Istanbul_09553.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_498/contact_sheet.jpg
F019,C016,"[23, 57, 142, 212, 294, 509]",294,6,0.45704150199890137,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_01_Singapore__Singapore_05902.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_02_India__NewDelhi_07407.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_03_China__HongKong_05271.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_04_Indonesia__Jakarta_03712.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_05_Taiwan__Taipei_00112.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_06_Philippines__Manila_00468.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_07_Malaysia__KualaLumpur_11179.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_08_SouthAfrica__Johannesburg_08415.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_09_Nigeria__Lagos_02034.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/rank_10_Bangladesh__Dhaka_03936.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_294/contact_sheet.jpg
F026,C016,"[34, 365, 385, 489, 492]",492,5,0.736263632774353,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_01_UnitedStates__LosAngeles_07672.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_02_Mexico__MexicoCity_11691.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_03_SouthAfrica__Johannesburg_01950.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_04_UnitedStates__LosAngeles_00985.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_05_UnitedStates__LosAngeles_00167.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_06_UnitedStates__NewYorkCity_06661.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_07_France__Paris_04457.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_08_Austria__Vienna_03695.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_09_Australia__Sydney_12350.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/rank_10_UnitedStates__LosAngeles_00565.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_492/contact_sheet.jpg
F021,C017,"[25, 42, 237, 251, 286, 321, 337, 343, 450]",343,9,0.7211538553237915,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_01_India__Mumbai_09443.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_02_SouthAfrica__CapeTown_06996.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_03_China__HongKong_04437.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_04_Canada__Toronto_07788.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_05_China__HongKong_06872.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_06_China__HongKong_05332.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_07_Japan__Osaka_10413.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_08_Russia__Moscow_02757.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_09_Turkey__Istanbul_11222.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/rank_10_France__Paris_10604.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_343/contact_sheet.jpg
F039,C017,"[61, 134, 299, 484]",134,4,0.30280447006225586,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_01_Mexico__MexicoCity_05452.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_02_Singapore__Singapore_05008.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_03_Thailand__Bangkok_04329.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_04_Nigeria__Lagos_02401.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_05_Philippines__Manila_12212.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_06_Japan__Osaka_09365.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_07_Philippines__Manila_01156.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_08_Taiwan__Taipei_06181.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_09_Argentina__BuenosAires_09260.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/rank_10_Colombia__Bogota_07136.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_134/contact_sheet.jpg
F023,C018,"[29, 58, 109, 116, 177, 183, 454, 502]",116,8,0.48124998807907104,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_01_SouthAfrica__CapeTown_04427.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_02_France__Paris_09491.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_03_Turkey__Istanbul_05077.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_04_Turkey__Istanbul_04671.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_05_Turkey__Istanbul_01541.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_06_UnitedStates__NewYorkCity_07939.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_07_Turkey__Istanbul_11947.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_08_UnitedStates__LosAngeles_09011.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_09_France__Paris_10414.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/rank_10_Brazil__SaoPaulo_05395.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_116/contact_sheet.jpg
F024,C018,"[30, 37, 46, 101, 123, 475]",101,6,0.48749998211860657,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_01_SouthAfrica__Johannesburg_01684.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_02_SouthAfrica__CapeTown_11043.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_03_France__Paris_04437.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_04_Netherlands__Amsterdam_03389.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_05_SouthAfrica__Johannesburg_02619.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_06_China__HongKong_05802.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_07_Japan__Osaka_07975.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_08_Netherlands__Amsterdam_06327.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_09_Japan__Osaka_10697.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/rank_10_Austria__Vienna_01618.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_101/contact_sheet.jpg
F034,C018,"[45, 80, 110, 216, 305, 359]",359,6,0.833333432674408,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_01_Peru__Lima_08521.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_02_Philippines__Manila_10030.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_03_Turkey__Istanbul_03320.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_04_India__NewDelhi_01895.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_05_SouthKorea__Seoul_05282.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_06_Colombia__Bogota_09994.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_07_France__Paris_08061.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_08_SouthKorea__Seoul_09763.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_09_France__Paris_01662.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/rank_10_SouthKorea__Seoul_09273.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_359/contact_sheet.jpg
F025,C019,"[32, 52, 53, 165, 175, 178, 229, 308, 423, 495]",178,10,0.7079328894615173,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_01_India__Mumbai_03521.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_02_Philippines__Manila_08337.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_03_India__Mumbai_02825.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_04_India__NewDelhi_12014.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_05_SouthAfrica__Johannesburg_07437.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_06_India__Mumbai_04005.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_07_France__Paris_11497.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_08_India__NewDelhi_09580.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_09_Philippines__Manila_11896.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/rank_10_India__NewDelhi_08079.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_178/contact_sheet.jpg
F027,C020,"[35, 91, 103, 106, 224, 267, 339, 344]",267,8,0.9444444179534912,"[""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_01_Philippines__Manila_02033.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_02_Nigeria__Lagos_01700.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_03_Mexico__MexicoCity_05436.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_04_UnitedKingdom__London_03389.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_05_Nigeria__Lagos_03834.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_06_Philippines__Manila_03995.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_07_Malaysia__KualaLumpur_03267.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_08_SouthKorea__Seoul_06732.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_09_Canada__Toronto_00378.jpg"", ""outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/rank_10_Indonesia__Jakarta_09457.jpg""]",outputs/experiments/dinov3_multicity/feature_mae_n30x12800_qc/heatmaps/feature_267/contact_sheet.jpg
