city,element_id,morans_i,expected_i,p_value,z_score,grid_size_m,minimum_panoramas
SaoPaulo,F010,0.20281002257609984,-0.001004016064257028,0.001,6.527035686619807,1000,5
SaoPaulo,F011,0.09157382485969832,-0.001004016064257028,0.005,2.971651874599372,1000,5
SaoPaulo,F012,0.10301861457487561,-0.001004016064257028,0.002,3.576794837756979,1000,5
SaoPaulo,F013,0.2097503160578618,-0.001004016064257028,0.001,6.77508619942605,1000,5
SaoPaulo,F014,0.030564444335750642,-0.001004016064257028,0.276,1.0613174169033046,1000,5
SaoPaulo,F015,0.03161653725867367,-0.001004016064257028,0.285,1.061160034478324,1000,5
SaoPaulo,F016,0.15236959369456796,-0.001004016064257028,0.001,5.193541887939316,1000,5
SaoPaulo,F017,0.12153467100733328,-0.001004016064257028,0.001,4.224361680989314,1000,5
SaoPaulo,F018,0.09290843949011618,-0.001004016064257028,0.004,3.120741864034917,1000,5
SaoPaulo,F019,-0.0007144892401846075,-0.001004016064257028,0.991,0.01864545748829638,1000,5
SaoPaulo,F020,0.04660006821974185,-0.001004016064257028,0.119,1.557344181663584,1000,5
SaoPaulo,F021,0.17048648848240383,-0.001004016064257028,0.001,5.743544953677324,1000,5
SaoPaulo,F022,0.12876542697031404,-0.001004016064257028,0.001,4.277898823734469,1000,5
SaoPaulo,F023,0.09548219316197396,-0.001004016064257028,0.007,3.1132159594638615,1000,5
SaoPaulo,F024,0.030172731147686885,-0.001004016064257028,0.301,1.066905637395679,1000,5
SaoPaulo,F025,0.050806786352124336,-0.001004016064257028,0.087,1.7308554012165027,1000,5
SaoPaulo,F026,0.029519721383810003,-0.001004016064257028,0.304,0.9175603240672714,1000,5
SaoPaulo,F027,0.10081000402151534,-0.001004016064257028,0.001,3.4114963851248836,1000,5
SaoPaulo,F028,0.1594855041586223,-0.001004016064257028,0.001,5.1303082417799555,1000,5
SaoPaulo,F029,0.03646053950675968,-0.001004016064257028,0.217,1.1696436659300002,1000,5
SaoPaulo,F030,0.15929408240892573,-0.001004016064257028,0.001,5.089419770876337,1000,5
SaoPaulo,F031,0.10353163213726536,-0.001004016064257028,0.001,3.390103191715557,1000,5
SaoPaulo,F032,0.023786447925477957,-0.001004016064257028,0.418,0.8146908686834204,1000,5
SaoPaulo,F033,0.028376444816105923,-0.001004016064257028,0.333,0.9945060144101378,1000,5
SaoPaulo,F034,0.04045888315017579,-0.001004016064257028,0.162,1.4035785316063711,1000,5
SaoPaulo,F035,0.0735977649309879,-0.001004016064257028,0.023,2.423759659162861,1000,5
